Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
11/12/23 11:00,,,,,,,,0.56999999999999995,,,2.2949999999999999,1.42,,0.23499999999999999,,,0.29499999999999998,0.51,,0.55500000000000005,0.09,0.4,,,,1.4650000000000001,1.885,,
11/12/23 12:00,,,,,,,,0.56499999999999995,,,2.2250000000000001,1.28,,0.215,,,0.26,0.52500000000000002,,0.505,0.06,0.64500000000000002,,,,1.4650000000000001,1.895,,
11/12/23 01:00,,,,,,,,0.64,1.3,,2.335,1.45,,0.215,0.06,,0.28499999999999998,0.49,,0.57499999999999996,0.06,,,,,0.745,1.875,,
11/12/23 02:00,,,,,,,,0.58499999999999996,,,2.2949999999999999,1.2849999999999999,,0.24,,,0.255,0.5,,0.54,,0.755,,,,0.81499999999999995,1.9850000000000001,,
11/12/23 03:00,,,,,,,,0.57999999999999996,0.6,,2.29,1.25,,0.24,,,0.24,0.47,,0.54,,0.66,,,,0.85,2.0499999999999998,,
11/12/23 04:00,,,,,,,,0.52,0.8,,2.2999999999999998,1.0900000000000001,,0.35,,,0.28000000000000003,0.49,,0.68,0.24,1.19,,,,0.81,1.86,,
11/12/23 05:00,,,,,,0.24,,0.51500000000000001,,,2.29,1.175,,0.32,,0.24,0.29499999999999998,0.48499999999999999,,0.65500000000000003,0.13500000000000001,2.09,,,,0.81,1.9350000000000001,,
11/12/23 06:00,,,,,,,,0.53,,,2.37,1.2549999999999999,,0.27,0.1,,0.29499999999999998,0.51,,0.65500000000000003,0.13500000000000001,1.0349999999999999,,,,0.88,2.0699999999999998,,
11/12/23 07:00,,,,,,,,0.51500000000000001,,,2.3450000000000002,1.1499999999999999,,0.27500000000000002,,,0.25,0.47,,0.63,9.5000000000000001E-2,0.77500000000000002,,,,0.85,2.0350000000000001,,
11/12/23 08:00,,,,,,,,0.59499999999999997,1,,2.4649999999999999,1.425,,0.3,8.5000000000000006E-2,,0.28000000000000003,0.505,,0.71,6.5000000000000002E-2,0.875,,,,1.83,1.99,,
11/12/23 09:00,,,,7.0000000000000007E-2,,,,0.67,,0.31,2.5049999999999999,1.645,,0.32500000000000001,0.12,,0.27,0.51,,0.8,8.5000000000000006E-2,0.54,,,,,2.5,,
11/12/23 10:00,,,,,,,,0.59,,0.3,2.4449999999999998,1.4550000000000001,,0.32,0.06,,0.28000000000000003,0.53,,0.73,0.08,0.88,,,,2.8250000000000002,2.37,,7.0000000000000007E-2
11/12/23 11:00,,,,,,,,0.54,1.1000000000000001,,2.355,1.345,,0.28000000000000003,0.1,,0.24,0.54,,0.64,0.24,0.7,,,,2.58,2.4849999999999999,,
11/13/23 12:00,,,,,,,,0.52,,0.26,2.335,1.2250000000000001,,0.23,,,0.23499999999999999,0.54,,0.61499999999999999,0.06,0.89,,,,2.4649999999999999,2.21,,0.05
11/13/23 01:00,,,,,,,,0.48,0.3,0.25,2.23,1.02,,0.255,,,0.2,0.51,,0.57999999999999996,,0.81,,,,0.96499999999999997,2.2050000000000001,,
11/13/23 02:00,,,,,,,,0.44500000000000001,,0.21,2.2400000000000002,0.95,,0.24,,,0.22500000000000001,0.505,,0.60499999999999998,0.06,0.56499999999999995,,,,0.81,2.1349999999999998,,0.18
11/13/23 03:00,,,,,,,,0.44500000000000001,,0.255,2.2349999999999999,1,,0.25,,,0.28000000000000003,,,0.71,7.0000000000000007E-2,0.98,,,,0.77500000000000002,2.12,,0.33
11/13/23 04:00,,,,,,,,0.435,,0.46,2.3250000000000002,0.95,,0.27500000000000002,0.14000000000000001,,0.32500000000000001,0.47,,0.65500000000000003,0.1,0.92500000000000004,,,,1.34,2.165,,
11/13/23 05:00,,,,,,,0.19,0.435,1.4,0.24,2.2450000000000001,0.92,,0.23,,0.8,0.22500000000000001,0.44,,0.64,7.4999999999999997E-2,0.81,,,,0.9,2.145,,0.06
11/13/23 06:00,,,,,,,,0.39500000000000002,,0.22,2.14,0.8,,0.23,,,0.2,0.46,,0.6,0.12,0.55500000000000005,,,,2.3849999999999998,2.4750000000000001,,
11/13/23 07:00,,,,,,,,0.39,,0.22,2.0950000000000002,0.72,,0.26,,,0.185,0.47,,0.6,,0.255,,,,2.145,2.105,,
11/13/23 08:00,,,,,,,,0.38500000000000001,,0.19,2.1150000000000002,0.73499999999999999,,0.24,,,0.18,0.47,,0.6,,0.56000000000000005,,,,1.45,2.0449999999999999,,
11/13/23 09:00,,,,,,,,0.47499999999999998,,,2.125,0.92500000000000004,,0.22,,,0.18,0.42499999999999999,,0.57499999999999996,,0.62,,,,0.81,1.83,,0.06
11/13/23 10:00,,,,,,,,0.39500000000000002,,,2.21,0.80500000000000005,,0.23499999999999999,,,0.19,0.47,,0.57499999999999996,7.0000000000000007E-2,0.76,,,,0.79,1.95,,0.08
11/13/23 11:00,,,,,,,,0.40500000000000003,1.1000000000000001,,2.2749999999999999,0.84,,0.26500000000000001,,,0.2,0.47,,0.63,,0.63,,,,0.82499999999999996,1.93,,
11/13/23 12:00,,,,,,,,0.40500000000000003,2.1,,2.335,0.94499999999999995,,0.28000000000000003,,,0.22500000000000001,0.5,,0.7,,0.65,,,,0.88,2.125,,
11/13/23 01:00,,,,,,0.06,,0.44,1.1000000000000001,0.25,2.355,0.97499999999999998,,0.28999999999999998,0.08,,0.24,0.5,,0.65500000000000003,7.0000000000000007E-2,0.42499999999999999,,,,0.86499999999999999,2.08,,0.05
11/13/23 02:00,,,,,,,,0.38,0.5,,2.25,0.82,,0.26,,,0.185,0.55500000000000005,,0.61499999999999999,0.06,0.83,,,,0.8,1.915,,
11/13/23 03:00,,,,,,,,0.4,0.8,,2.2549999999999999,0.8,,0.26500000000000001,,,0.25,0.49,,0.68500000000000005,,0.53500000000000003,,,,0.85,1.855,,0.06
11/13/23 04:00,,,,,,,,,1.1000000000000001,,,,,,,,,,,,,1.0249999999999999,,,,,,,
11/13/23 05:00,,,,,,,,0.45,,,2.2400000000000002,0.9,,0.28499999999999998,0.08,,0.24,0.505,,0.76500000000000001,0.19,,,,,0.89500000000000002,1.905,,0.44
11/13/23 06:00,,,,,,,,0.48499999999999999,,,2.2999999999999998,0.99,,0.315,7.0000000000000007E-2,,0.28999999999999998,0.51,,0.77500000000000002,0.13500000000000001,,,,,0.96499999999999997,1.875,,
11/13/23 07:00,,,,,,,,0.72,,,2.4750000000000001,1.62,,0.28999999999999998,0.06,,0.255,0.51,,0.66,8.5000000000000006E-2,0.83,,,,0.89,1.9650000000000001,,
11/13/23 08:00,,,1.19,0.16,,,,0.93500000000000005,,,2.7050000000000001,2.2850000000000001,,0.32,,,0.26500000000000001,0.49,,0.65,7.0000000000000007E-2,0.72,,,,0.94499999999999995,2.2250000000000001,,0.06
11/13/23 09:00,,,,,,,,0.74,,,2.5950000000000002,1.835,,0.33500000000000002,0.06,,0.29499999999999998,0.55000000000000004,,0.64,0.09,1.07,,,,0.98499999999999999,2.105,,
11/13/23 10:00,,,,,,,,0.77500000000000002,,,2.645,1.95,,0.36,0.14000000000000001,,0.33500000000000002,0.54500000000000004,,0.73499999999999999,0.105,0.39,,,,1.77,2.12,,0.14000000000000001
11/13/23 11:00,,,,,,,,0.78,,,2.6549999999999998,2.0049999999999999,,0.375,0.11,,0.34,0.53,,0.73,0.08,1.3,,,,2.8050000000000002,2.1749999999999998,,
11/14/23 12:00,,0.52500000000000002,,,,,,0.65500000000000003,,,2.4249999999999998,1.665,,0.27,0.13,,0.25,0.52500000000000002,,0.6,9.5000000000000001E-2,0.66500000000000004,,,,0.97499999999999998,2.12,,
11/14/23 01:00,,,,,,,,0.57999999999999996,,,2.35,1.45,,0.27,0.05,,0.245,0.56499999999999995,,0.52,8.5000000000000006E-2,0.97499999999999998,,,,0.79,1.96,,
11/14/23 02:00,,,,,,,,0.42,,,2,0.91,,0.2,,,0.13,0.5,,0.37,0.06,0.56999999999999995,,,,1.855,1.75,,
11/14/23 03:00,,,,,,,,0.44,,,2.06,0.98,,0.23,,,0.17,,,0.435,0.06,0.60499999999999998,,,,1.875,1.93,,0.21
11/14/23 04:00,,,,,,,,0.55000000000000004,,,2.3149999999999999,1.31,,0.38500000000000001,,,0.28000000000000003,0.51500000000000001,,0.55000000000000004,,0.56000000000000005,,,,0.81,2.0950000000000002,,
11/14/23 05:00,,,,,,,0.06,0.58499999999999996,,0.26,2.38,1.355,,0.375,,,0.32500000000000001,0.57999999999999996,,0.55500000000000005,0.08,0.55500000000000005,,,,0.86499999999999999,2.06,,
11/14/23 06:00,,,,,,,,0.63500000000000001,,,2.4449999999999998,1.4450000000000001,,0.29499999999999998,9.5000000000000001E-2,,0.32500000000000001,0.56999999999999995,,0.64,8.5000000000000006E-2,0.53500000000000003,,,,0.91500000000000004,2.3250000000000002,,
11/14/23 07:00,,,,,,,,0.52500000000000002,0.3,0.27,2.2949999999999999,1.19,,0.28499999999999998,7.0000000000000007E-2,,0.32500000000000001,0.56000000000000005,,0.66,0.08,0.25,,,,0.72,2.2850000000000001,,0.39
11/14/23 08:00,,,,,,,,0.44,0.6,,2.16,0.95,,0.315,,,0.29499999999999998,,,0.67500000000000004,0.08,0.41,,,,0.68500000000000005,2.19,,
11/14/23 09:00,,,,,,,,0.37,1.3,,2.0249999999999999,0.70499999999999996,,0.27,,1.32,0.26,0.52,,0.55500000000000005,,0.48,,,,0.62,2.13,,
11/14/23 10:00,,,,,,,,0.38,1.3,,2.08,0.71499999999999997,,0.25,,,0.25,0.48,,0.56999999999999995,7.0000000000000007E-2,0.36,,,,0.63,1.98,,0.05
11/14/23 11:00,,,,,,,,0.36,1,,2.0249999999999999,0.64,,0.21,,,0.28000000000000003,0.52,,0.51500000000000001,0.08,0.41,,,,0.56000000000000005,2,,0.06
11/14/23 12:00,,,,,,,,0.36,1,,2.0150000000000001,0.6,,0.23,,,0.18,0.495,,0.47,,0.78500000000000003,,,,0.56999999999999995,2.0099999999999998,,0.06
11/14/23 01:00,,,,,,,,0.35,1.1000000000000001,,1.9350000000000001,0.59,,0.16,,,0.17,0.49,,0.40500000000000003,0.06,0.61,,,,1.05,2.0550000000000002,,
11/14/23 02:00,,,,,,,,0.32500000000000001,0.7,,1.9,0.53500000000000003,,0.185,,,0.16500000000000001,0.46500000000000002,,0.42,,0.36,,,,1.63,2.0350000000000001,,
11/14/23 03:00,,,,,,,,0.32,0.9,0.14000000000000001,1.905,0.49,,0.17499999999999999,,,0.16,0.45,,0.435,,0.39,,,,1.0149999999999999,2.02,,0.08
11/14/23 04:00,,,,,,,,0.31,0.6,,1.94,0.47,,0.15,,,0.17,,,0.41,,0.52500000000000002,,,,0.7,2.2000000000000002,,
11/14/23 05:00,,,,,,,,,,,1.76,0.5,,0.11,,,0.11,0.38,,0.36,0.17,0.56999999999999995,,,,1.55,1.48,,
11/14/23 06:00,,,,,,,,0.3,0.8,,1.7250000000000001,0.5,,0.115,,,0.105,0.43,,0.34499999999999997,7.4999999999999997E-2,,,,,0.63,1.5649999999999999,,0.08
11/14/23 07:00,,,,,,,,0.28499999999999998,0.7,,1.7450000000000001,0.5,,0.14000000000000001,,,0.1,0.48,,0.31,0.08,,,,,1.8049999999999999,1.635,,
11/14/23 08:00,,,,,,,,0.32,0.7,0.12,1.86,0.55000000000000004,,0.13,,,0.105,0.5,,0.33500000000000002,0.08,,,,,2.0049999999999999,1.635,,
11/14/23 09:00,,,,,,,,0.34,0.9,0.15,2.0299999999999998,0.56999999999999995,,0.125,,,0.125,0.63,,0.46,0.06,0.25,,,,0.67,2.0350000000000001,,0.26500000000000001
11/14/23 10:00,,,,,,,,0.31,1.1000000000000001,0.13500000000000001,1.88,0.45,,0.13500000000000001,,,0.13,,,0.4,,,,,,0.625,1.9450000000000001,,
11/14/23 11:00,,,,,,,,0.32,,,1.94,0.435,,0.16500000000000001,,,0.125,0.52500000000000002,,0.45500000000000002,0.1,0.65500000000000003,,,,1.07,2.0249999999999999,,7.0000000000000007E-2
11/15/23 12:00,,,,,,,,0.3,1,0.19,1.89,0.41,,0.16,,,0.14499999999999999,0.53,,0.435,0.05,0.28999999999999998,,,,0.65500000000000003,1.96,,
11/15/23 01:00,,,,,,,,0.30499999999999999,,0.14000000000000001,1.94,0.42,,0.185,,,0.14000000000000001,0.49,,0.49,,0.46500000000000002,,,,0.56999999999999995,2.0449999999999999,,0.33
11/15/23 02:00,,,,,,,,0.32500000000000001,0.5,0.17,1.9350000000000001,0.435,,0.16,,,0.14499999999999999,0.5,,0.46500000000000002,,0.435,,,,0.59499999999999997,2.14,,0.93
11/15/23 03:00,,,,,,,,0.31,1,0.17,1.9850000000000001,0.41,,0.19500000000000001,,,0.13500000000000001,0.5,,0.44,,0.68,,,,0.57499999999999996,2.0649999999999999,,
11/15/23 04:00,,,,,,,,0.33,0.9,0.14000000000000001,1.9750000000000001,0.42,,0.16500000000000001,0.06,,0.15,,,0.43,,0.77500000000000002,,,,0.6,1.9650000000000001,,0.06
11/15/23 05:00,,,,,,,,0.32500000000000001,1.2,0.17,1.9550000000000001,0.41,,0.185,,,0.185,0.5,,0.48499999999999999,0.25,0.7,,,,0.58499999999999996,2.13,,0.06
11/15/23 06:00,,,,,,,,0.33500000000000002,,0.17,1.97,0.44500000000000001,,0.20499999999999999,,,0.19,0.48,,0.47,7.0000000000000007E-2,0.755,,,,0.59499999999999997,2.02,,
11/15/23 07:00,,,,,,,,0.42,0.9,0.22,2.1850000000000001,0.63,,0.25,7.0000000000000007E-2,,0.245,0.5,,0.56999999999999995,0.1,0.65500000000000003,,,,0.72,2.09,,0.22
11/15/23 08:00,,,1.41,,,,,0.68,0.9,0.42,2.72,1.34,,0.42499999999999999,0.06,,0.43,0.52,,0.83499999999999996,0.115,0.81499999999999995,,,,1.0349999999999999,2.1850000000000001,,
11/15/23 09:00,,,0.24,,,,,0.60499999999999998,0.8,,2.5499999999999998,1.18,,0.35,0.08,,0.38500000000000001,0.5,,0.78,8.5000000000000006E-2,0.63,,,,1.43,2.2450000000000001,,
11/15/23 10:00,,,,,,,,0.57999999999999996,1,,2.2799999999999998,1.1299999999999999,,0.26500000000000001,,,0.31,0.44500000000000001,,0.58499999999999996,0.08,0.44500000000000001,,,,0.69499999999999995,1.64,,0.33
11/15/23 11:00,,,,,,,,,1.3,,2.0699999999999998,0.94,,0.245,,,0.28999999999999998,0.45500000000000002,,0.505,7.4999999999999997E-2,,,,,1.9,1.62,,0.06
11/15/23 12:00,,,,,,,,0.46,,,2.0350000000000001,0.88,,0.19,0.19,,0.255,0.45500000000000002,,0.47499999999999998,0.05,0.64,,,,1.9650000000000001,1.7050000000000001,,
11/15/23 01:00,,,,,,,,0.40500000000000003,,,1.89,0.71,,0.19500000000000001,,,0.23,0.48499999999999999,,0.41499999999999998,,0.79,,,,1.125,1.5249999999999999,,
11/15/23 02:00,,,,,,,,0.34,0.9,,1.835,0.59,,0.17,,,0.16,0.49,,0.34499999999999997,,0.84,,,,1.7450000000000001,1.48,,
11/15/23 03:00,,,,,,,,0.33500000000000002,,,1.79,0.55000000000000004,,0.155,,,0.16,0.51,,0.36,0.08,1.075,,,,1.75,1.4650000000000001,,
11/15/23 04:00,,,,,,,,0.33500000000000002,,,1.7749999999999999,0.55500000000000005,,0.16500000000000001,,,0.14000000000000001,0.51,,0.34499999999999997,,0.49,,,,1.7050000000000001,1.405,,
11/15/23 05:00,,,,,,,,,0.8,,,,,,,,,,,,,0.83,,,,,,,
11/15/23 06:00,,,,,,,,0.34,,,1.76,0.48,,0.13500000000000001,0.06,,0.155,0.51500000000000001,,0.36,0.16500000000000001,,,,,1.75,1.49,,
11/15/23 07:00,,,,,,,,0.36499999999999999,0.8,,1.7549999999999999,0.56999999999999995,,0.125,,,0.13500000000000001,0.505,,0.36499999999999999,7.0000000000000007E-2,0.76,,,,1.59,1.45,,
11/15/23 08:00,,,,,,,,0.375,,,1.74,0.6,,0.15,0.08,,0.14000000000000001,0.54500000000000004,,0.35499999999999998,7.0000000000000007E-2,0.39,,,,1.64,1.335,,
11/15/23 09:00,,,,,,,,0.47,,,1.825,0.74,,0.16500000000000001,,,0.16,0.54,,0.38,0.11,,,,,1.66,1.56,,
11/15/23 10:00,,,,,,,,0.48499999999999999,0.8,,1.915,0.95,,0.17,,,0.155,0.51500000000000001,,0.36499999999999999,7.0000000000000007E-2,0.56000000000000005,,,,1.73,1.5349999999999999,,
11/15/23 11:00,,,,,,,,0.49,1.5,,1.9,0.91500000000000004,,0.185,,,0.13500000000000001,0.495,,0.38500000000000001,,0.54500000000000004,,,,1.72,1.585,,
11/16/23 12:00,,0.77,,,,,,0.495,0.6,,1.96,1,,0.16500000000000001,,,0.17,0.52,,0.38,,0.57499999999999996,,,,1.82,1.635,,
11/16/23 01:00,,,0.65,,,,,0.48499999999999999,0.7,,1.97,1.01,,0.17,,,0.16500000000000001,0.52500000000000002,,0.38,0.06,0.62,,,,1.76,1.575,,0.15
11/16/23 02:00,,,,,,,,0.47499999999999998,0.8,,1.9450000000000001,0.95499999999999996,,0.16,,,0.16500000000000001,0.53,,0.38,,0.505,,,,1.69,1.5149999999999999,,0.87
11/16/23 03:00,,,,,,,,0.56000000000000005,0.2,,2.0499999999999998,1.145,,0.19500000000000001,0.06,,0.2,0.48,,0.44,,0.82499999999999996,,,,1.925,1.4350000000000001,,
11/16/23 04:00,,0.39,,,,,,0.74,0.4,7.0000000000000007E-2,2.4649999999999999,1.7250000000000001,,0.26500000000000001,,,0.26500000000000001,0.52500000000000002,,0.58499999999999996,0.06,0.56999999999999995,,,,0.84,1.65,,
11/16/23 05:00,,,,,,,,0.76,0.2,,2.4700000000000002,1.77,,0.26,,,0.25,0.49,,0.59499999999999997,7.4999999999999997E-2,0.625,,,,1.5449999999999999,1.595,,
11/16/23 06:00,,0.43,,,0.22,,,,,,2.4649999999999999,1.7549999999999999,,0.26500000000000001,0.13,,0.24,0.5,,0.57999999999999996,7.0000000000000007E-2,0.35,,,,0.95499999999999996,1.585,,
11/16/23 07:00,,0.28000000000000003,,,,,,,,,2.4,1.635,,0.255,,,0.23,0.54500000000000004,,0.52500000000000002,7.0000000000000007E-2,0.74,,,,1.48,1.43,,
11/16/23 08:00,,,,,,,,,,,2.4649999999999999,1.68,,0.27,,,0.245,0.52,,0.55000000000000004,0.08,,,,,2.36,1.425,,
11/16/23 09:00,,,,,,,,,,,2.37,1.64,,0.23499999999999999,,,0.2,0.5,,0.51,,0.26,,,,2.13,1.44,,
11/16/23 10:00,,0.31,,,,,,,,,2.27,1.6,,0.23499999999999999,7.0000000000000007E-2,,0.17499999999999999,0.5,,0.48499999999999999,7.0000000000000007E-2,0.6,,,,2.0699999999999998,1.49,,
11/16/23 11:00,,0.46,,,,,,0.56000000000000005,,,2.0449999999999999,1.22,,0.20499999999999999,0.1,,0.19,0.47499999999999998,,0.46500000000000002,7.0000000000000007E-2,0.70499999999999996,,,,1.7450000000000001,1.42,,
11/16/23 12:00,,,,,,,,0.56000000000000005,,,2.165,1.27,,0.42499999999999999,,,0.36,0.495,,0.51500000000000001,,0.96499999999999997,,,,1.85,1.365,,
11/16/23 01:00,,,,,,,,0.57999999999999996,,,2.35,1.32,,0.51,0.11,,0.41499999999999998,0.53500000000000003,,0.72499999999999998,6.5000000000000002E-2,0.84,,,,2.2949999999999999,1.425,,
11/16/23 02:00,,0.31,,0.05,,,,0.56000000000000005,,,2.335,1.34,,0.38,0.16,,0.33500000000000002,0.54,,0.69,7.4999999999999997E-2,0.54,,,,2.16,1.4650000000000001,,
11/16/23 03:00,,,,,,,,0.63,,,2.4649999999999999,1.625,,0.37,,,0.33500000000000002,0.57999999999999996,,0.68500000000000005,7.0000000000000007E-2,1.03,,,,2.15,1.39,,
11/16/23 04:00,,0.61,,,,,,0.7,,,2.6949999999999998,1.8049999999999999,,0.435,,,0.42499999999999999,0.52,,0.86,8.5000000000000006E-2,0.54,,,,2.2949999999999999,1.47,,
11/16/23 05:00,,,,,,,,0.76,,,2.74,1.94,,0.44,,,0.44,0.56000000000000005,,0.78,0.09,0.87,,,,2.2200000000000002,1.46,,
11/16/23 06:00,,,,,,,,0.73,,,2.76,1.8,,0.47,,,0.47,0.54,,0.92,0.27,0.79,,,,2.4300000000000002,1.48,,
11/16/23 07:00,,,,,,,,0.78,,,2.9249999999999998,1.98,,0.52500000000000002,8.5000000000000006E-2,,0.56000000000000005,0.58499999999999996,,0.995,0.20499999999999999,0.56000000000000005,,,,2.7250000000000001,1.66,,
11/16/23 08:00,,,,,,,,0.75,0.4,,2.84,2.0099999999999998,,0.54,0.06,,0.63500000000000001,0.60499999999999998,,0.98,0.16,0.46500000000000002,,,,2.7650000000000001,1.605,,0.19
11/16/23 09:00,,,,0.19,,,,0.79,1.5,,2.7050000000000001,2.0099999999999998,,0.46500000000000002,,,0.64,0.61,,0.87,0.11,0.92500000000000004,,,,2.65,1.595,,
11/16/23 10:00,,,,,,,,0.82499999999999996,0.2,,2.69,2.2200000000000002,,0.47499999999999998,,,0.74,0.56999999999999995,,0.89,0.115,1.27,,,,2.71,1.665,,
11/16/23 11:00,,,,,0.14000000000000001,,,0.82499999999999996,1.4,,2.665,2.2200000000000002,,0.46,0.105,,0.89500000000000002,0.57999999999999996,,0.86499999999999999,0.11,0.97,0.65,,,2.66,1.7,,
11/17/23 12:00,,,,,,,,0.81,,,2.64,2.2149999999999999,,0.44500000000000001,,,0.88,0.56999999999999995,,0.86499999999999999,9.5000000000000001E-2,0.82,,,,2.62,1.62,,
11/17/23 01:00,,,,,,,0.15,0.78,,,2.62,2.33,,0.45500000000000002,,,0.86499999999999999,0.56499999999999995,,0.85,0.12,0.52500000000000002,,,,2.605,1.665,,
11/17/23 02:00,,,,,,,,0.78,1.5,,2.64,2.5449999999999999,,0.44,0.11,,0.76,0.55500000000000005,,0.85499999999999998,0.125,0.95,,,,2.7,1.58,,
11/17/23 03:00,,,,,,,,0.76500000000000001,1.6,0.05,2.73,3.9049999999999998,,0.59,0.11,0.49,0.81,0.55000000000000004,,1.145,0.19500000000000001,0.42499999999999999,,,,2.99,1.625,,0.16
11/17/23 04:00,,,,,,,,0.73,,,2.67,3.55,,0.56499999999999995,0.22,,0.63500000000000001,0.59,,1.0149999999999999,0.16,0.85499999999999998,,,,2.77,1.66,,
11/17/23 05:00,,,,,,,,0.68500000000000005,,,2.5350000000000001,3.1749999999999998,,0.48,,,0.58499999999999996,0.56499999999999995,,0.91500000000000004,0.13,1.21,,,,2.5550000000000002,1.57,,
11/17/23 06:00,,,,,,,,0.65500000000000003,,,2.5249999999999999,4.01,,0.46500000000000002,0.17,,0.65500000000000003,0.57999999999999996,,0.92500000000000004,0.16500000000000001,1.105,,,,2.5049999999999999,1.645,,
11/17/23 07:00,,0.28000000000000003,,,,,,0.68,,,2.64,4.7699999999999996,,0.60499999999999998,,,0.71499999999999997,0.52500000000000002,,1.115,0.185,,,,,2.7149999999999999,1.67,,
11/17/23 08:00,,0.35,,,,,,0.7,,,2.7650000000000001,3.99,,0.72499999999999998,0.08,,0.68,0.53,,1.135,0.17,1.18,,,,2.87,1.625,,
11/17/23 09:00,,,,,,,,0.74,,,2.8250000000000002,3.47,,0.73,0.14000000000000001,,0.66500000000000004,0.54500000000000004,,1.1950000000000001,0.15,0.995,,0.08,,2.7349999999999999,1.6950000000000001,,0.11
11/17/23 10:00,,,,,,,,0.76,,,2.85,3.39,,0.65500000000000003,,,0.73499999999999999,0.56499999999999995,,1.1100000000000001,0.2,0.9,,,,2.835,1.59,,0.16
11/17/23 11:00,,,,0.05,,,,0.79500000000000004,2,,2.8250000000000002,2.78,,0.505,,,0.61499999999999999,0.54,,0.89500000000000002,0.13,0.93,,,,2.605,1.575,,0.09
11/17/23 12:00,,,,,,,,0.79,,,2.6549999999999998,2.34,,0.435,0.17,,0.63500000000000001,0.56499999999999995,,0.73499999999999999,7.4999999999999997E-2,,,,,2.2450000000000001,1.585,,
11/17/23 01:00,,,,,,,,0.73,,,2.61,2.1949999999999998,,0.38500000000000001,,,0.63500000000000001,0.55000000000000004,,0.73499999999999999,0.11,1.17,,,,2.4550000000000001,1.5,,
11/17/23 02:00,,,,,,,,0.71499999999999997,2.2000000000000002,,2.5950000000000002,2.02,,0.42,,,0.68,0.54500000000000004,,0.76500000000000001,0.1,0.53500000000000003,,,,2.335,1.52,,0.87
11/17/23 03:00,,,,,,,,0.64,,,2.4649999999999999,1.87,,0.39500000000000002,,,0.73499999999999999,0.54,,0.68500000000000005,0.09,2.2949999999999999,,,,2.4750000000000001,1.4950000000000001,,
11/17/23 04:00,,,,,,,,0.58499999999999996,1.2,,2.415,1.64,,0.35499999999999998,0.09,,0.79,0.53,,0.71,0.1,0.495,0.24,,,2.37,1.48,,
11/17/23 05:00,,,,,,,,0.56000000000000005,1.1000000000000001,,2.3849999999999998,1.49,,0.34499999999999997,0.08,,0.63,0.52,,0.70499999999999996,0.105,0.54,,,,2.27,1.425,,
11/17/23 06:00,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,
11/17/23 07:00,,,,,,,,0.54,,,2.23,1.33,,0.31,,,0.42,0.54500000000000004,,0.61499999999999999,0.23,,,,,2.125,1.4750000000000001,,
11/17/23 08:00,,,,,,,,0.54,,,2.2000000000000002,1.29,,0.26500000000000001,,,0.37,0.57499999999999996,,0.625,0.14000000000000001,0.87,,,,2.1,1.44,,
11/17/23 09:00,,,,,,,,,0.3,,2.17,1.2649999999999999,,0.255,,,0.39,0.51500000000000001,,0.58499999999999996,0.125,0.63,,0.11,,1.96,1.425,,
11/17/23 10:00,,,1.37,,,,,0.53500000000000003,1.1000000000000001,,2.2250000000000001,1.345,,0.26,,,0.32500000000000001,0.56000000000000005,,0.6,0.08,0.82,,,,1.98,1.415,,
11/17/23 11:00,,,,,,,,0.59,,,2.2349999999999999,1.37,,0.26500000000000001,,,0.30499999999999999,0.56499999999999995,,0.58499999999999996,8.5000000000000006E-2,1.1850000000000001,,,,2.11,1.4,,
11/18/23 12:00,,,,,,,,0.57999999999999996,0.4,,2.2599999999999998,1.43,,0.30499999999999999,,,0.315,0.52,,0.56000000000000005,7.4999999999999997E-2,0.66,,,,2.0049999999999999,1.385,,
11/18/23 01:00,,,,,,,,,,,2.2749999999999999,1.4950000000000001,,0.26,,,0.33500000000000002,0.53,,0.6,0.08,1.02,,,,1.4450000000000001,1.4850000000000001,,0.06
11/18/23 02:00,,,,,,,,0.57999999999999996,,,2.3050000000000002,1.44,,0.33,,,0.4,0.54500000000000004,,0.57999999999999996,6.5000000000000002E-2,0.62,,,,1.48,1.45,,
11/18/23 03:00,,,,,,,,0.58499999999999996,,,2.36,1.47,,0.315,0.09,,0.4,0.54500000000000004,,0.65,0.08,,,,,1.425,1.4750000000000001,,
11/18/23 04:00,,0.37,,,,,,0.61499999999999999,,,2.4900000000000002,1.5649999999999999,,0.35,0.16,,0.40500000000000003,0.52500000000000002,,0.67500000000000004,7.0000000000000007E-2,1,,,,2.04,1.385,,0.14000000000000001
11/18/23 05:00,,,,,,,,0.62,,,2.5950000000000002,1.6,,0.35,,,0.35499999999999998,0.5,,0.70499999999999996,7.0000000000000007E-2,0.8,,,,2.1850000000000001,1.415,,
11/18/23 06:00,,0.28000000000000003,,,,,,0.54500000000000004,,,2.4900000000000002,1.37,,0.36,0.12,,0.315,0.56000000000000005,,0.66,0.09,0.67,,,,1.55,1.4750000000000001,,0.1
11/18/23 07:00,,,,,,,,0.49,,,2.41,1.24,,0.32,0.12,,0.28499999999999998,0.56000000000000005,,0.625,7.0000000000000007E-2,0.82499999999999996,,,,1.5549999999999999,1.41,,
11/18/23 08:00,,,,,,,,0.48,,,2.395,1.1850000000000001,,0.31,,,0.27,0.56000000000000005,,0.64,7.0000000000000007E-2,1.01,,,,1.4750000000000001,1.44,,0.06
