Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
10/08/23 12:00,3.4000000000000002E-2,1.2E-2,,3.7999999999999999E-2,3.0000000000000001E-3,3.9E-2,0.214,0.21199999999999999,,0.745,4.2999999999999997E-2,2.1000000000000001E-2,1.2999999999999999E-4,2.7E-2,0.01,0.11899999999999999,0.1,0.32500000000000001,0.4,0.68799999999999994,2E-3,4.0000000000000001E-3,0.83,2.9000000000000001E-2,5.0000000000000001E-4,2E-3,0.26200000000000001,0.252,3.25,0.79400000000000004,7.8E-2,1.4999999999999999E-2,,0.01,1.2E-2,0.10100000000000001,0.25900000000000001,0.22500000000000001,,0.93300000000000005,,,,,,,,,,
10/09/23 12:00,3.4000000000000002E-2,1.2E-2,0.44900000000000001,3.7999999999999999E-2,3.0000000000000001E-3,3.9E-2,0.214,0.21199999999999999,2.73,0.745,0.01,5.8000000000000003E-2,,4.8000000000000001E-2,8.9999999999999993E-3,0.126,0.112,0.49199999999999999,,0.77100000000000002,2E-3,7.1999999999999995E-2,,0.05,5.0000000000000001E-4,2E-3,0.55300000000000005,0.63900000000000001,,1.1739999999999999,4.9000000000000002E-2,1.4999999999999999E-2,0.65,0.01,1.4E-2,4.3999999999999997E-2,0.67400000000000004,0.59599999999999997,3.05,1.5940000000000001,,,,,,,,,,
10/10/23 12:00,3.4000000000000002E-2,1.2E-2,,3.7999999999999999E-2,3.0000000000000001E-3,3.9E-2,0.214,0.21199999999999999,,0.745,0.01,5.8000000000000003E-2,0.23,4.8000000000000001E-2,8.9999999999999993E-3,0.126,0.112,0.49199999999999999,1.1299999999999999,0.77100000000000002,2E-3,7.1999999999999995E-2,1.56,0.05,5.0000000000000001E-4,2E-3,0.55300000000000005,0.63900000000000001,7.19,1.1739999999999999,4.9000000000000002E-2,1.4999999999999999E-2,,0.01,1.4E-2,4.3999999999999997E-2,0.67400000000000004,0.59599999999999997,,1.5940000000000001,1.9E-2,0.11700000000000001,0.34,5.1999999999999998E-2,1.6E-2,0.186,0.28999999999999998,0.65200000000000002,2.1800000000000002,0.79900000000000004
10/11/23 12:00,3.4000000000000002E-2,1.2E-2,0.52600000000000002,3.7999999999999999E-2,3.0000000000000001E-3,3.9E-2,0.214,0.21199999999999999,3.4220000000000002,0.745,0.01,5.8000000000000003E-2,,4.8000000000000001E-2,8.9999999999999993E-3,0.126,0.112,0.49199999999999999,,0.77100000000000002,2E-3,7.1999999999999995E-2,,0.05,5.0000000000000001E-4,2E-3,0.55300000000000005,0.63900000000000001,,1.1739999999999999,4.9000000000000002E-2,1.4999999999999999E-2,0.75,0.01,1.4E-2,4.3999999999999997E-2,0.67400000000000004,0.59599999999999997,4.0999999999999996,1.5940000000000001,1.9E-2,0.11700000000000001,0.15,5.1999999999999998E-2,1.6E-2,0.186,0.28999999999999998,0.65200000000000002,1.36,0.79900000000000004
10/12/23 12:00,3.4000000000000002E-2,1.2E-2,,3.7999999999999999E-2,3.0000000000000001E-3,3.9E-2,0.214,0.21199999999999999,,0.745,0.01,5.8000000000000003E-2,0.16,4.8000000000000001E-2,8.9999999999999993E-3,0.126,0.112,0.49199999999999999,1.58,0.77100000000000002,2E-3,7.1999999999999995E-2,0.74,0.05,5.0000000000000001E-4,2E-3,0.55300000000000005,0.63900000000000001,3.75,1.1739999999999999,4.9000000000000002E-2,1.4999999999999999E-2,,0.01,1.4E-2,4.3999999999999997E-2,0.67400000000000004,0.59599999999999997,,1.5940000000000001,1.9E-2,0.11700000000000001,0.33,5.1999999999999998E-2,1.6E-2,0.186,0.28999999999999998,0.65200000000000002,2.25,0.79900000000000004
10/13/23 12:00,3.4000000000000002E-2,1.2E-2,0.40899999999999997,3.7999999999999999E-2,3.0000000000000001E-3,3.9E-2,0.214,0.21199999999999999,3.056,0.745,0.01,5.8000000000000003E-2,,4.8000000000000001E-2,8.9999999999999993E-3,0.126,0.112,0.49199999999999999,,0.77100000000000002,2E-3,7.1999999999999995E-2,,0.05,5.0000000000000001E-4,2E-3,0.55300000000000005,0.63900000000000001,,1.1739999999999999,4.9000000000000002E-2,1.4999999999999999E-2,0.79,0.01,1.4E-2,4.3999999999999997E-2,0.67400000000000004,0.59599999999999997,5.15,1.5940000000000001,1.9E-2,0.11700000000000001,0.33,5.1999999999999998E-2,1.6E-2,0.186,0.28999999999999998,0.65200000000000002,2.25,0.79900000000000004
10/14/23 12:00,2.1000000000000001E-2,7.5999999999999998E-2,,8.5000000000000006E-2,8.9999999999999993E-3,0.13300000000000001,0.58299999999999996,0.98199999999999998,,1.365,0.01,5.8000000000000003E-2,0.6,4.8000000000000001E-2,8.9999999999999993E-3,0.126,0.112,0.49199999999999999,1.39,0.77100000000000002,2E-3,7.1999999999999995E-2,0.52,0.05,5.0000000000000001E-4,2E-3,0.55300000000000005,0.63900000000000001,2.68,1.1739999999999999,4.9000000000000002E-2,1.4999999999999999E-2,,0.01,1.4E-2,4.3999999999999997E-2,0.67400000000000004,0.59599999999999997,,1.5940000000000001,1.9E-2,0.11700000000000001,0.33,5.1999999999999998E-2,1.6E-2,0.186,0.28999999999999998,0.65200000000000002,2.25,0.79900000000000004
10/15/23 12:00,2.1000000000000001E-2,7.5999999999999998E-2,8.8999999999999996E-2,8.5000000000000006E-2,8.9999999999999993E-3,0.13300000000000001,0.58299999999999996,0.98199999999999998,1.7370000000000001,1.365,0.01,5.8000000000000003E-2,,4.8000000000000001E-2,8.9999999999999993E-3,0.126,0.112,0.49199999999999999,,0.77100000000000002,2E-3,7.1999999999999995E-2,,0.05,5.0000000000000001E-4,2E-3,0.55300000000000005,0.63900000000000001,,1.1739999999999999,4.9000000000000002E-2,1.4999999999999999E-2,0.3,0.01,1.4E-2,4.3999999999999997E-2,0.67400000000000004,0.59599999999999997,1.88,1.5940000000000001,1.9E-2,0.11700000000000001,0.66,5.1999999999999998E-2,1.6E-2,0.186,0.28999999999999998,0.65200000000000002,4.87,0.79900000000000004
10/16/23 12:00,2.1000000000000001E-2,7.5999999999999998E-2,,8.5000000000000006E-2,8.9999999999999993E-3,0.13300000000000001,0.58299999999999996,0.98199999999999998,,1.365,2.9000000000000001E-2,0.183,0.09,0.04,2E-3,9.4E-2,0.121,0.6,0.4,0.9,0.14499999999999999,0.59699999999999998,0.6,0.17199999999999999,1.4999999999999999E-2,9.7000000000000003E-2,0.73599999999999999,1.05,2.62,1.4510000000000001,4.1000000000000002E-2,1.4999999999999999E-2,,1.7999999999999999E-2,1.0999999999999999E-2,6.7000000000000004E-2,0.67400000000000004,0.89700000000000002,,1.4490000000000001,1.7999999999999999E-2,6.7000000000000004E-2,0.5,2.9000000000000001E-2,3.0000000000000001E-3,7.6999999999999999E-2,0.13900000000000001,0.32600000000000001,4.2,0.41299999999999998
10/17/23 12:00,2.1000000000000001E-2,7.5999999999999998E-2,0.71899999999999997,8.5000000000000006E-2,8.9999999999999993E-3,0.13300000000000001,0.58299999999999996,0.98199999999999998,3.609,1.365,2.9000000000000001E-2,0.183,,0.04,2E-3,9.4E-2,0.121,0.6,,0.9,0.14499999999999999,0.59699999999999998,,0.17199999999999999,1.4999999999999999E-2,9.7000000000000003E-2,0.73599999999999999,1.05,,1.4510000000000001,4.1000000000000002E-2,1.4999999999999999E-2,0.82,1.7999999999999999E-2,1.0999999999999999E-2,6.7000000000000004E-2,0.67400000000000004,0.89700000000000002,4.12,1.4490000000000001,1.7999999999999999E-2,6.7000000000000004E-2,0.38,2.9000000000000001E-2,3.0000000000000001E-3,7.6999999999999999E-2,0.13900000000000001,0.32600000000000001,2.82,0.41299999999999998
10/18/23 12:00,2.1000000000000001E-2,7.5999999999999998E-2,,8.5000000000000006E-2,8.9999999999999993E-3,0.13300000000000001,0.58299999999999996,0.98199999999999998,,1.365,2.9000000000000001E-2,0.183,0.25,0.04,2E-3,9.4E-2,0.121,0.6,0.4,0.9,0.14499999999999999,0.59699999999999998,2.67,0.17199999999999999,1.4999999999999999E-2,9.7000000000000003E-2,0.73599999999999999,1.05,17.14,1.4510000000000001,4.1000000000000002E-2,1.4999999999999999E-2,,1.7999999999999999E-2,1.0999999999999999E-2,6.7000000000000004E-2,0.67400000000000004,0.89700000000000002,,1.4490000000000001,1.7999999999999999E-2,6.7000000000000004E-2,0.1,2.9000000000000001E-2,3.0000000000000001E-3,7.6999999999999999E-2,0.13900000000000001,0.32600000000000001,0.77,0.41299999999999998
10/19/23 12:00,2.1000000000000001E-2,7.5999999999999998E-2,1.0389999999999999,8.5000000000000006E-2,8.9999999999999993E-3,0.13300000000000001,0.58299999999999996,0.98199999999999998,5.984,1.365,2.9000000000000001E-2,0.183,,0.04,2E-3,9.4E-2,0.121,0.6,,0.9,0.14499999999999999,0.59699999999999998,,0.17199999999999999,1.4999999999999999E-2,9.7000000000000003E-2,0.73599999999999999,1.05,,1.4510000000000001,4.1000000000000002E-2,1.4999999999999999E-2,1.25,1.7999999999999999E-2,1.0999999999999999E-2,6.7000000000000004E-2,0.67400000000000004,0.89700000000000002,8.56,1.4490000000000001,1.7999999999999999E-2,6.7000000000000004E-2,0.17,2.9000000000000001E-2,3.0000000000000001E-3,7.6999999999999999E-2,0.13900000000000001,0.32600000000000001,1.31,0.41299999999999998
10/20/23 12:00,2.1000000000000001E-2,7.5999999999999998E-2,,8.5000000000000006E-2,8.9999999999999993E-3,0.13300000000000001,0.58299999999999996,0.98199999999999998,,1.365,2.9000000000000001E-2,0.183,0.17,0.04,2E-3,9.4E-2,0.121,0.6,0.81,0.9,0.14499999999999999,0.59699999999999998,1.96,0.17199999999999999,1.4999999999999999E-2,9.7000000000000003E-2,0.73599999999999999,1.05,6.4,1.4510000000000001,4.1000000000000002E-2,1.4999999999999999E-2,,1.7999999999999999E-2,1.0999999999999999E-2,6.7000000000000004E-2,0.67400000000000004,0.89700000000000002,,1.4490000000000001,1.7999999999999999E-2,6.7000000000000004E-2,0.36,2.9000000000000001E-2,3.0000000000000001E-3,7.6999999999999999E-2,0.13900000000000001,0.32600000000000001,2.5499999999999998,0.41299999999999998
10/21/23 12:00,3.0000000000000001E-3,0.04,0.95,5.7000000000000002E-2,2E-3,8.7999999999999995E-2,0.219,0.34,3.819,0.68700000000000006,2.9000000000000001E-2,0.183,,0.04,2E-3,9.4E-2,0.121,0.6,,0.9,0.14499999999999999,0.59699999999999998,,0.17199999999999999,1.4999999999999999E-2,9.7000000000000003E-2,0.73599999999999999,1.05,,1.4510000000000001,4.1000000000000002E-2,1.4999999999999999E-2,0.96,1.7999999999999999E-2,1.0999999999999999E-2,6.7000000000000004E-2,0.67400000000000004,0.89700000000000002,5.13,1.4490000000000001,1.7999999999999999E-2,6.7000000000000004E-2,0.36,2.9000000000000001E-2,3.0000000000000001E-3,7.6999999999999999E-2,0.13900000000000001,0.32600000000000001,2.5499999999999998,0.41299999999999998
10/22/23 12:00,3.0000000000000001E-3,0.04,,5.7000000000000002E-2,2E-3,8.7999999999999995E-2,0.219,0.34,,0.68700000000000006,2.9000000000000001E-2,0.183,0.79,0.04,2E-3,9.4E-2,0.121,0.6,2.37,0.9,0.14499999999999999,0.59699999999999998,0.56000000000000005,0.17199999999999999,1.4999999999999999E-2,9.7000000000000003E-2,0.73599999999999999,1.05,2.76,1.4510000000000001,4.1000000000000002E-2,1.4999999999999999E-2,,1.7999999999999999E-2,1.0999999999999999E-2,6.7000000000000004E-2,0.67400000000000004,0.89700000000000002,,1.4490000000000001,1.7999999999999999E-2,6.7000000000000004E-2,0.26,2.9000000000000001E-2,3.0000000000000001E-3,7.6999999999999999E-2,0.13900000000000001,0.32600000000000001,1.93,0.41299999999999998
10/23/23 12:00,3.0000000000000001E-3,0.04,0.53200000000000003,5.7000000000000002E-2,2E-3,8.7999999999999995E-2,0.219,0.34,2.8719999999999999,0.68700000000000006,2.5000000000000001E-2,6.8000000000000005E-2,,4.1000000000000002E-2,2E-3,8.1000000000000003E-2,0.154,0.69199999999999995,,0.80400000000000005,4.3999999999999997E-2,8.3000000000000004E-2,,8.6999999999999994E-2,4.0000000000000001E-3,8.8999999999999996E-2,0.247,0.54500000000000004,,0.82099999999999995,2.9000000000000001E-2,1.4999999999999999E-2,0.81,0.01,8.0000000000000002E-3,0.01,0.441,0.51800000000000002,4.25,1.05,1.7000000000000001E-2,3.2000000000000001E-2,0.46,0.03,2E-3,6.4000000000000001E-2,0.28100000000000003,0.73899999999999999,3.11,0.47599999999999998
10/24/23 12:00,3.0000000000000001E-3,0.04,,5.7000000000000002E-2,2E-3,8.7999999999999995E-2,0.219,0.34,,0.68700000000000006,2.5000000000000001E-2,6.8000000000000005E-2,0.95,4.1000000000000002E-2,2E-3,8.1000000000000003E-2,0.154,0.69199999999999995,2.69,0.80400000000000005,4.3999999999999997E-2,8.3000000000000004E-2,2.12,8.6999999999999994E-2,4.0000000000000001E-3,8.8999999999999996E-2,0.247,0.54500000000000004,6.94,0.82099999999999995,2.9000000000000001E-2,1.4999999999999999E-2,,0.01,8.0000000000000002E-3,0.01,0.441,0.51800000000000002,,1.05,1.7000000000000001E-2,3.2000000000000001E-2,0.46,0.03,2E-3,6.4000000000000001E-2,0.28100000000000003,0.73899999999999999,3.11,0.47599999999999998
10/25/23 12:00,3.0000000000000001E-3,0.04,0.47,5.7000000000000002E-2,2E-3,8.7999999999999995E-2,0.219,0.34,3.1040000000000001,0.68700000000000006,2.5000000000000001E-2,6.8000000000000005E-2,,4.1000000000000002E-2,2E-3,8.1000000000000003E-2,0.154,0.69199999999999995,,0.80400000000000005,4.3999999999999997E-2,8.3000000000000004E-2,,8.6999999999999994E-2,4.0000000000000001E-3,8.8999999999999996E-2,0.247,0.54500000000000004,,0.82099999999999995,2.9000000000000001E-2,1.4999999999999999E-2,0.7,0.01,8.0000000000000002E-3,0.01,0.441,0.51800000000000002,4.1900000000000004,1.05,1.7000000000000001E-2,3.2000000000000001E-2,0.24,0.03,2E-3,6.4000000000000001E-2,0.28100000000000003,0.73899999999999999,2.31,0.47599999999999998
10/26/23 12:00,3.0000000000000001E-3,0.04,,5.7000000000000002E-2,2E-3,8.7999999999999995E-2,0.219,0.34,,0.68700000000000006,2.5000000000000001E-2,6.8000000000000005E-2,0.3,4.1000000000000002E-2,2E-3,8.1000000000000003E-2,0.154,0.69199999999999995,0.92,0.80400000000000005,4.3999999999999997E-2,8.3000000000000004E-2,1.2,8.6999999999999994E-2,4.0000000000000001E-3,8.8999999999999996E-2,0.247,0.54500000000000004,4.2,0.82099999999999995,2.9000000000000001E-2,1.4999999999999999E-2,,0.01,8.0000000000000002E-3,0.01,0.441,0.51800000000000002,,1.05,1.7000000000000001E-2,3.2000000000000001E-2,0.35,0.03,2E-3,6.4000000000000001E-2,0.28100000000000003,0.73899999999999999,2.98,0.47599999999999998
10/27/23 12:00,3.0000000000000001E-3,0.04,0.48,5.7000000000000002E-2,2E-3,8.7999999999999995E-2,0.219,0.34,2.9169999999999998,0.68700000000000006,2.5000000000000001E-2,6.8000000000000005E-2,,4.1000000000000002E-2,2E-3,8.1000000000000003E-2,0.154,0.69199999999999995,,0.80400000000000005,4.3999999999999997E-2,8.3000000000000004E-2,,8.6999999999999994E-2,4.0000000000000001E-3,8.8999999999999996E-2,0.247,0.54500000000000004,,0.82099999999999995,2.9000000000000001E-2,1.4999999999999999E-2,1.05,0.01,8.0000000000000002E-3,0.01,0.441,0.51800000000000002,5.71,1.05,1.7000000000000001E-2,3.2000000000000001E-2,0.65,0.03,2E-3,6.4000000000000001E-2,0.28100000000000003,0.73899999999999999,4.12,0.47599999999999998
10/28/23 12:00,1.4999999999999999E-2,0.01,,4.7E-2,2E-3,8.7999999999999995E-2,0.14099999999999999,0.17599999999999999,,1.3009999999999999,2.5000000000000001E-2,6.8000000000000005E-2,0.28999999999999998,4.1000000000000002E-2,2E-3,8.1000000000000003E-2,0.154,0.69199999999999995,0.4,0.80400000000000005,4.3999999999999997E-2,8.3000000000000004E-2,0.48,8.6999999999999994E-2,4.0000000000000001E-3,8.8999999999999996E-2,0.247,0.54500000000000004,2.65,0.82099999999999995,2.9000000000000001E-2,1.4999999999999999E-2,,0.01,8.0000000000000002E-3,0.01,0.441,0.51800000000000002,,1.05,1.7000000000000001E-2,3.2000000000000001E-2,0.52,0.03,2E-3,6.4000000000000001E-2,0.28100000000000003,0.73899999999999999,3.6,0.47599999999999998
10/29/23 12:00,1.4999999999999999E-2,0.01,0.36799999999999999,4.7E-2,2E-3,8.7999999999999995E-2,0.14099999999999999,0.17599999999999999,2.722,1.3009999999999999,2.5000000000000001E-2,6.8000000000000005E-2,,4.1000000000000002E-2,2E-3,8.1000000000000003E-2,0.154,0.69199999999999995,,0.80400000000000005,4.3999999999999997E-2,8.3000000000000004E-2,,8.6999999999999994E-2,4.0000000000000001E-3,8.8999999999999996E-2,0.247,0.54500000000000004,,0.82099999999999995,2.9000000000000001E-2,1.4999999999999999E-2,0.56000000000000005,0.01,8.0000000000000002E-3,0.01,0.441,0.51800000000000002,2.82,1.05,1.7000000000000001E-2,3.2000000000000001E-2,0.23,0.03,2E-3,6.4000000000000001E-2,0.28100000000000003,0.73899999999999999,4.33,0.47599999999999998
10/30/23 12:00,1.4999999999999999E-2,0.01,,4.7E-2,2E-3,8.7999999999999995E-2,0.14099999999999999,0.17599999999999999,,1.3009999999999999,0.01,3.3000000000000002E-2,0.54,0.06,5.0000000000000001E-3,0.10299999999999999,0.109,0.46800000000000003,2.0699999999999998,0.71399999999999997,1.4E-2,8.6999999999999994E-2,2.2200000000000002,7.6999999999999999E-2,3.0000000000000001E-3,2E-3,0.23899999999999999,0.33400000000000002,8.7200000000000006,0.72599999999999998,0.104,1.4999999999999999E-2,,0.01,8.0000000000000002E-3,0.01,0.25900000000000001,0.23799999999999999,,0.84499999999999997,0.01,3.7999999999999999E-2,0.19,8.2000000000000003E-2,5.0000000000000001E-3,8.6999999999999994E-2,0.33300000000000002,0.57999999999999996,1.63,0.77300000000000002
10/31/23 12:00,1.4999999999999999E-2,0.01,0.32,4.7E-2,2E-3,8.7999999999999995E-2,0.14099999999999999,0.17599999999999999,2.5470000000000002,1.3009999999999999,0.01,3.3000000000000002E-2,,0.06,5.0000000000000001E-3,0.10299999999999999,0.109,0.46800000000000003,,0.71399999999999997,1.4E-2,8.6999999999999994E-2,,7.6999999999999999E-2,3.0000000000000001E-3,2E-3,0.23899999999999999,0.33400000000000002,,0.72599999999999998,0.104,1.4999999999999999E-2,0.69,0.01,8.0000000000000002E-3,0.01,0.25900000000000001,0.23799999999999999,3.31,0.84499999999999997,0.01,3.7999999999999999E-2,0.61,8.2000000000000003E-2,5.0000000000000001E-3,8.6999999999999994E-2,0.33300000000000002,0.57999999999999996,3.04,0.77300000000000002
11/01/23 12:00,1.4999999999999999E-2,0.01,,4.7E-2,2E-3,8.7999999999999995E-2,0.14099999999999999,0.17599999999999999,,1.3009999999999999,0.01,3.3000000000000002E-2,0.54,0.06,5.0000000000000001E-3,0.10299999999999999,0.109,0.46800000000000003,1.97,0.71399999999999997,1.4E-2,8.6999999999999994E-2,1.28,7.6999999999999999E-2,3.0000000000000001E-3,2E-3,0.23899999999999999,0.33400000000000002,4.57,0.72599999999999998,0.104,1.4999999999999999E-2,,0.01,8.0000000000000002E-3,0.01,0.25900000000000001,0.23799999999999999,,0.84499999999999997,0.01,3.7999999999999999E-2,0.27,8.2000000000000003E-2,5.0000000000000001E-3,8.6999999999999994E-2,0.33300000000000002,0.57999999999999996,1.57,0.77300000000000002
11/02/23 12:00,1.4999999999999999E-2,0.01,0.499,4.7E-2,2E-3,8.7999999999999995E-2,0.14099999999999999,0.17599999999999999,2.7719999999999998,1.3009999999999999,0.01,3.3000000000000002E-2,,0.06,5.0000000000000001E-3,0.10299999999999999,0.109,0.46800000000000003,,0.71399999999999997,1.4E-2,8.6999999999999994E-2,,7.6999999999999999E-2,3.0000000000000001E-3,2E-3,0.23899999999999999,0.33400000000000002,,0.72599999999999998,0.104,1.4999999999999999E-2,0.56999999999999995,0.01,8.0000000000000002E-3,0.01,0.25900000000000001,0.23799999999999999,3.07,0.84499999999999997,0.01,3.7999999999999999E-2,0.19,8.2000000000000003E-2,5.0000000000000001E-3,8.6999999999999994E-2,0.33300000000000002,0.57999999999999996,1.29,0.77300000000000002
11/03/23 12:00,1.4999999999999999E-2,0.01,,4.7E-2,2E-3,8.7999999999999995E-2,0.14099999999999999,0.17599999999999999,,1.3009999999999999,0.01,3.3000000000000002E-2,0.71,0.06,5.0000000000000001E-3,0.10299999999999999,0.109,0.46800000000000003,2.4500000000000002,0.71399999999999997,1.4E-2,8.6999999999999994E-2,0.63,7.6999999999999999E-2,3.0000000000000001E-3,2E-3,0.23899999999999999,0.33400000000000002,2.16,0.72599999999999998,0.104,1.4999999999999999E-2,,0.01,8.0000000000000002E-3,0.01,0.25900000000000001,0.23799999999999999,,0.84499999999999997,0.01,3.7999999999999999E-2,0.31,8.2000000000000003E-2,5.0000000000000001E-3,8.6999999999999994E-2,0.33300000000000002,0.57999999999999996,1.65,0.77300000000000002
11/04/23 12:00,2.7E-2,8.0000000000000002E-3,0.35899999999999999,2.5999999999999999E-2,0.14000000000000001,0.09,0.10299999999999999,0.222,2.8220000000000001,1.23,0.01,3.3000000000000002E-2,,0.06,5.0000000000000001E-3,0.10299999999999999,0.109,0.46800000000000003,,0.71399999999999997,1.4E-2,8.6999999999999994E-2,,7.6999999999999999E-2,3.0000000000000001E-3,2E-3,0.23899999999999999,0.33400000000000002,,0.72599999999999998,0.104,1.4999999999999999E-2,0.77,0.01,8.0000000000000002E-3,0.01,0.25900000000000001,0.23799999999999999,4.04,0.84499999999999997,0.01,3.7999999999999999E-2,0.36,8.2000000000000003E-2,5.0000000000000001E-3,8.6999999999999994E-2,0.33300000000000002,0.57999999999999996,2.34,0.77300000000000002
11/05/23 12:00,2.7E-2,8.0000000000000002E-3,,2.5999999999999999E-2,0.14000000000000001,0.09,0.10299999999999999,0.222,,1.23,0.01,3.3000000000000002E-2,0.38,0.06,5.0000000000000001E-3,0.10299999999999999,0.109,0.46800000000000003,1.83,0.71399999999999997,1.4E-2,8.6999999999999994E-2,0.69,7.6999999999999999E-2,3.0000000000000001E-3,2E-3,0.23899999999999999,0.33400000000000002,2.54,0.72599999999999998,0.104,1.4999999999999999E-2,,0.01,8.0000000000000002E-3,0.01,0.25900000000000001,0.23799999999999999,,0.84499999999999997,0.01,3.7999999999999999E-2,0.39,8.2000000000000003E-2,5.0000000000000001E-3,8.6999999999999994E-2,0.33300000000000002,0.57999999999999996,2.2200000000000002,0.77300000000000002
11/06/23 12:00,2.7E-2,8.0000000000000002E-3,0.21,2.5999999999999999E-2,0.14000000000000001,0.09,0.10299999999999999,0.222,1.9119999999999999,1.23,4.2000000000000003E-2,3.5000000000000003E-2,,6.0999999999999999E-2,2E-3,9.4E-2,0.14000000000000001,0.77700000000000002,,0.67600000000000005,1.6E-2,0.25900000000000001,,0.111,2E-3,7.3999999999999996E-2,0.745,1.014,,0.91600000000000004,2.1000000000000001E-2,3.5999999999999997E-2,0.39,0.01,8.9999999999999993E-3,0.19400000000000001,0.40400000000000003,1.0189999999999999,2.25,1.0189999999999999,6.0000000000000001E-3,4.5999999999999999E-2,0.52,7.6999999999999999E-2,5.0000000000000001E-3,8.2000000000000003E-2,0.57099999999999995,1.1579999999999999,3.08,0.94699999999999995
11/07/23 12:00,2.7E-2,8.0000000000000002E-3,,2.5999999999999999E-2,0.14000000000000001,0.09,0.10299999999999999,0.222,,1.23,4.2000000000000003E-2,3.5000000000000003E-2,0.19,6.0999999999999999E-2,2E-3,9.4E-2,0.14000000000000001,0.77700000000000002,1.1100000000000001,0.67600000000000005,1.6E-2,0.25900000000000001,2.17,0.111,2E-3,7.3999999999999996E-2,0.745,1.014,10.25,0.91600000000000004,2.1000000000000001E-2,3.5999999999999997E-2,,0.01,8.9999999999999993E-3,0.19400000000000001,0.40400000000000003,1.0189999999999999,,1.0189999999999999,6.0000000000000001E-3,4.5999999999999999E-2,0.63,7.6999999999999999E-2,5.0000000000000001E-3,8.2000000000000003E-2,0.57099999999999995,1.1579999999999999,4.0199999999999996,0.94699999999999995
11/08/23 12:00,2.7E-2,8.0000000000000002E-3,0.33,2.5999999999999999E-2,0.14000000000000001,0.09,0.10299999999999999,0.222,2.0859999999999999,1.23,4.2000000000000003E-2,3.5000000000000003E-2,,6.0999999999999999E-2,2E-3,9.4E-2,0.14000000000000001,0.77700000000000002,,0.67600000000000005,1.6E-2,0.25900000000000001,,0.111,2E-3,7.3999999999999996E-2,0.745,1.014,,0.91600000000000004,2.1000000000000001E-2,3.5999999999999997E-2,0.98,0.01,8.9999999999999993E-3,0.19400000000000001,0.40400000000000003,1.0189999999999999,4.6500000000000004,1.0189999999999999,6.0000000000000001E-3,4.5999999999999999E-2,0.83,7.6999999999999999E-2,5.0000000000000001E-3,8.2000000000000003E-2,0.57099999999999995,1.1579999999999999,5.48,0.94699999999999995
11/09/23 12:00,2.7E-2,8.0000000000000002E-3,,2.5999999999999999E-2,0.14000000000000001,0.09,0.10299999999999999,0.222,,1.23,4.2000000000000003E-2,3.5000000000000003E-2,0.3,6.0999999999999999E-2,2E-3,9.4E-2,0.14000000000000001,0.77700000000000002,1.1299999999999999,0.67600000000000005,1.6E-2,0.25900000000000001,1.04,0.111,2E-3,7.3999999999999996E-2,0.745,1.014,5.19,0.91600000000000004,2.1000000000000001E-2,3.5999999999999997E-2,,0.01,8.9999999999999993E-3,0.19400000000000001,0.40400000000000003,1.0189999999999999,,1.0189999999999999,6.0000000000000001E-3,4.5999999999999999E-2,0.57999999999999996,7.6999999999999999E-2,5.0000000000000001E-3,8.2000000000000003E-2,0.57099999999999995,1.1579999999999999,3.95,0.94699999999999995
11/10/23 12:00,2.7E-2,8.0000000000000002E-3,0.66900000000000004,2.5999999999999999E-2,0.14000000000000001,0.09,0.10299999999999999,0.222,3.5179999999999998,1.23,4.2000000000000003E-2,3.5000000000000003E-2,,6.0999999999999999E-2,2E-3,9.4E-2,0.14000000000000001,0.77700000000000002,,0.67600000000000005,1.6E-2,0.25900000000000001,,0.111,2E-3,7.3999999999999996E-2,0.745,1.014,,0.91600000000000004,2.1000000000000001E-2,3.5999999999999997E-2,0.89,0.01,8.9999999999999993E-3,0.19400000000000001,0.40400000000000003,1.0189999999999999,4.4400000000000004,1.0189999999999999,6.0000000000000001E-3,4.5999999999999999E-2,0.35,7.6999999999999999E-2,5.0000000000000001E-3,8.2000000000000003E-2,0.57099999999999995,1.1579999999999999,2.31,0.94699999999999995
11/11/23 12:00,2.1999999999999999E-2,6.2E-2,,4.2000000000000003E-2,1.2999999999999999E-2,0.156,0.183,0.42899999999999999,,2.1949999999999998,4.2000000000000003E-2,3.5000000000000003E-2,0.63,6.0999999999999999E-2,2E-3,9.4E-2,0.14000000000000001,0.77700000000000002,1.99,0.67600000000000005,1.6E-2,0.25900000000000001,0.61,0.111,2E-3,7.3999999999999996E-2,0.745,1.014,3.27,0.91600000000000004,2.1000000000000001E-2,3.5999999999999997E-2,,0.01,8.9999999999999993E-3,0.19400000000000001,0.40400000000000003,1.0189999999999999,,1.0189999999999999,6.0000000000000001E-3,4.5999999999999999E-2,0.13,7.6999999999999999E-2,5.0000000000000001E-3,8.2000000000000003E-2,0.57099999999999995,1.1579999999999999,0.97,0.94699999999999995
