Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
09/24/23 12:00,7.5199999999999998E-3,6.9699999999999996E-3,1.23E-3,4.3699999999999998E-3,5.9500000000000004E-3,2.8900000000000002E-3,4.45E-3,3.6600000000000001E-3,6.0800000000000003E-3,3.6600000000000001E-3,9.7000000000000005E-4,2.2000000000000001E-3,1E-3,3.0999999999999999E-3,3.0999999999999999E-3,4.7499999999999999E-3,2.0899999999999998E-3,9.7800000000000005E-3,7.43E-3,1E-3,8.5500000000000003E-3,2.6199999999999999E-3,7.3000000000000001E-3,4.5100000000000001E-3,3.0000000000000001E-3,6.0699999999999999E-3,4.3699999999999998E-3,2.8800000000000002E-3,4.4799999999999996E-3,2.8900000000000002E-3,2.8600000000000001E-3,3.4499999999999999E-3,2.5600000000000002E-3,2.3900000000000002E-3,1E-3,2.5100000000000001E-3,1E-3,1E-3,1E-3,3.7499999999999999E-3,4.6800000000000001E-3,1.214E-2,6.3899999999999998E-3,9.3100000000000006E-3,5.94E-3,2.7499999999999998E-3,4.6600000000000001E-3,9.2099999999999994E-3,1.217E-2,1E-3,2.0600000000000002E-3,1E-3,1E-3,7.7600000000000004E-3,3.5000000000000001E-3,5.1200000000000004E-3,1E-3,2.2300000000000002E-3,3.0000000000000001E-3
09/25/23 12:00,1.1509999999999999E-2,2.1479999999999999E-2,3.7000000000000002E-3,1.891E-2,1.154E-2,4.7999999999999996E-3,3.3800000000000002E-3,7.7000000000000002E-3,3.8700000000000002E-3,3.3600000000000001E-3,1.66E-3,3.5799999999999998E-3,2.96E-3,7.9100000000000004E-3,4.9500000000000004E-3,2.8800000000000002E-3,3.1099999999999999E-3,1.056E-2,1.248E-2,1E-3,1.0290000000000001E-2,5.3499999999999997E-3,2.0590000000000001E-2,1.018E-2,8.3000000000000001E-3,1.076E-2,7.5900000000000004E-3,,6.6400000000000001E-3,5.9699999999999996E-3,9.6200000000000001E-3,9.4800000000000006E-3,5.3699999999999998E-3,4.5199999999999997E-3,4.6699999999999997E-3,7.3400000000000002E-3,5.9699999999999996E-3,6.0000000000000001E-3,2.8300000000000001E-3,6.0600000000000003E-3,6.1999999999999998E-3,8.8699999999999994E-3,1.626E-2,4.4970000000000003E-2,6.9699999999999996E-3,1.256E-2,7.7400000000000004E-3,9.1400000000000006E-3,5.8470000000000001E-2,3.4399999999999999E-3,2.9199999999999999E-3,3.15E-3,3.0000000000000001E-3,6.4799999999999996E-3,2.8500000000000001E-3,9.2599999999999991E-3,3.5699999999999998E-3,3.5100000000000001E-3,3.5200000000000001E-3
09/26/23 12:00,1.1509999999999999E-2,2.1479999999999999E-2,3.7000000000000002E-3,1.891E-2,1.154E-2,4.7999999999999996E-3,3.3800000000000002E-3,7.7000000000000002E-3,3.8700000000000002E-3,3.3600000000000001E-3,1.66E-3,3.5799999999999998E-3,2.96E-3,7.9100000000000004E-3,4.9500000000000004E-3,2.8800000000000002E-3,3.1099999999999999E-3,1.056E-2,1.248E-2,1E-3,1.0290000000000001E-2,5.3499999999999997E-3,2.0590000000000001E-2,1.018E-2,8.3000000000000001E-3,1.076E-2,7.5900000000000004E-3,,6.6400000000000001E-3,5.9699999999999996E-3,9.6200000000000001E-3,9.4800000000000006E-3,5.3699999999999998E-3,4.5199999999999997E-3,4.6699999999999997E-3,7.3400000000000002E-3,5.9699999999999996E-3,6.0000000000000001E-3,2.8300000000000001E-3,6.0600000000000003E-3,6.1999999999999998E-3,8.8699999999999994E-3,1.626E-2,4.4970000000000003E-2,6.9699999999999996E-3,1.256E-2,7.7400000000000004E-3,9.1400000000000006E-3,5.8470000000000001E-2,3.4399999999999999E-3,2.9199999999999999E-3,3.15E-3,3.0000000000000001E-3,6.4799999999999996E-3,2.8500000000000001E-3,9.2599999999999991E-3,3.5699999999999998E-3,3.5100000000000001E-3,3.5200000000000001E-3
09/27/23 12:00,1.1509999999999999E-2,2.1479999999999999E-2,3.7000000000000002E-3,1.891E-2,1.154E-2,4.7999999999999996E-3,3.3800000000000002E-3,7.7000000000000002E-3,3.8700000000000002E-3,3.3600000000000001E-3,1.66E-3,3.5799999999999998E-3,2.96E-3,7.9100000000000004E-3,4.9500000000000004E-3,2.8800000000000002E-3,3.1099999999999999E-3,1.056E-2,1.248E-2,1E-3,1.0290000000000001E-2,5.3499999999999997E-3,2.0590000000000001E-2,1.018E-2,8.3000000000000001E-3,1.076E-2,7.5900000000000004E-3,,6.6400000000000001E-3,5.9699999999999996E-3,9.6200000000000001E-3,9.4800000000000006E-3,5.3699999999999998E-3,4.5199999999999997E-3,4.6699999999999997E-3,7.3400000000000002E-3,5.9699999999999996E-3,6.0000000000000001E-3,2.8300000000000001E-3,6.0600000000000003E-3,6.1999999999999998E-3,8.8699999999999994E-3,1.626E-2,4.4970000000000003E-2,6.9699999999999996E-3,1.256E-2,7.7400000000000004E-3,9.1400000000000006E-3,5.8470000000000001E-2,3.4399999999999999E-3,,3.15E-3,3.0000000000000001E-3,6.4799999999999996E-3,2.8500000000000001E-3,9.2599999999999991E-3,3.5699999999999998E-3,3.5100000000000001E-3,3.5200000000000001E-3
09/28/23 12:00,1.1509999999999999E-2,2.1479999999999999E-2,3.7000000000000002E-3,1.891E-2,1.154E-2,4.7999999999999996E-3,3.3800000000000002E-3,7.7000000000000002E-3,3.8700000000000002E-3,3.3600000000000001E-3,1.66E-3,3.5799999999999998E-3,2.96E-3,7.9100000000000004E-3,4.9500000000000004E-3,2.8800000000000002E-3,3.1099999999999999E-3,1.056E-2,1.248E-2,1E-3,1.0290000000000001E-2,5.3499999999999997E-3,2.0590000000000001E-2,1.018E-2,8.3000000000000001E-3,1.076E-2,7.5900000000000004E-3,,6.6400000000000001E-3,5.9699999999999996E-3,9.6200000000000001E-3,9.4800000000000006E-3,5.3699999999999998E-3,4.5199999999999997E-3,4.6699999999999997E-3,7.3400000000000002E-3,5.9699999999999996E-3,6.0000000000000001E-3,2.8300000000000001E-3,6.0600000000000003E-3,6.1999999999999998E-3,8.8699999999999994E-3,1.626E-2,4.4970000000000003E-2,6.9699999999999996E-3,1.256E-2,7.7400000000000004E-3,9.1400000000000006E-3,5.8470000000000001E-2,3.4399999999999999E-3,2.9199999999999999E-3,3.15E-3,3.0000000000000001E-3,6.4799999999999996E-3,2.8500000000000001E-3,9.2599999999999991E-3,3.5699999999999998E-3,3.5100000000000001E-3,3.5200000000000001E-3
09/29/23 12:00,1.1509999999999999E-2,2.1479999999999999E-2,3.7000000000000002E-3,1.891E-2,1.154E-2,4.7999999999999996E-3,3.3800000000000002E-3,7.7000000000000002E-3,3.8700000000000002E-3,3.3600000000000001E-3,1.66E-3,3.5799999999999998E-3,2.96E-3,7.9100000000000004E-3,4.9500000000000004E-3,2.8800000000000002E-3,3.1099999999999999E-3,1.056E-2,1.248E-2,1E-3,1.0290000000000001E-2,5.3499999999999997E-3,2.0590000000000001E-2,1.018E-2,8.3000000000000001E-3,1.076E-2,7.5900000000000004E-3,,6.6400000000000001E-3,5.9699999999999996E-3,9.6200000000000001E-3,9.4800000000000006E-3,5.3699999999999998E-3,4.5199999999999997E-3,4.6699999999999997E-3,7.3400000000000002E-3,5.9699999999999996E-3,6.0000000000000001E-3,2.8300000000000001E-3,6.0600000000000003E-3,6.1999999999999998E-3,8.8699999999999994E-3,1.626E-2,4.4970000000000003E-2,6.9699999999999996E-3,1.256E-2,7.7400000000000004E-3,9.1400000000000006E-3,5.8470000000000001E-2,3.4399999999999999E-3,2.9199999999999999E-3,3.15E-3,3.0000000000000001E-3,6.4799999999999996E-3,2.8500000000000001E-3,9.2599999999999991E-3,3.5699999999999998E-3,3.5100000000000001E-3,3.5200000000000001E-3
09/30/23 12:00,1.1509999999999999E-2,2.1479999999999999E-2,3.7000000000000002E-3,1.891E-2,1.154E-2,4.7999999999999996E-3,3.3800000000000002E-3,7.7000000000000002E-3,3.8700000000000002E-3,3.3600000000000001E-3,1.66E-3,3.5799999999999998E-3,2.96E-3,7.9100000000000004E-3,4.9500000000000004E-3,2.8800000000000002E-3,3.1099999999999999E-3,1.056E-2,1.248E-2,1E-3,1.0290000000000001E-2,5.3499999999999997E-3,2.0590000000000001E-2,1.018E-2,8.3000000000000001E-3,1.076E-2,7.5900000000000004E-3,,6.6400000000000001E-3,5.9699999999999996E-3,9.6200000000000001E-3,9.4800000000000006E-3,5.3699999999999998E-3,4.5199999999999997E-3,4.6699999999999997E-3,7.3400000000000002E-3,5.9699999999999996E-3,6.0000000000000001E-3,2.8300000000000001E-3,6.0600000000000003E-3,6.1999999999999998E-3,8.8699999999999994E-3,1.626E-2,4.4970000000000003E-2,6.9699999999999996E-3,1.256E-2,7.7400000000000004E-3,9.1400000000000006E-3,5.8470000000000001E-2,3.4399999999999999E-3,2.9199999999999999E-3,3.15E-3,3.0000000000000001E-3,6.4799999999999996E-3,2.8500000000000001E-3,9.2599999999999991E-3,3.5699999999999998E-3,3.5100000000000001E-3,3.5200000000000001E-3
10/01/23 12:00,1.1509999999999999E-2,2.1479999999999999E-2,3.7000000000000002E-3,1.891E-2,1.154E-2,4.7999999999999996E-3,3.3800000000000002E-3,7.7000000000000002E-3,3.8700000000000002E-3,3.3600000000000001E-3,1.66E-3,3.5799999999999998E-3,2.96E-3,7.9100000000000004E-3,4.9500000000000004E-3,2.8800000000000002E-3,3.1099999999999999E-3,1.056E-2,1.248E-2,1E-3,1.0290000000000001E-2,5.3499999999999997E-3,2.0590000000000001E-2,1.018E-2,8.3000000000000001E-3,1.076E-2,7.5900000000000004E-3,,6.6400000000000001E-3,5.9699999999999996E-3,9.6200000000000001E-3,9.4800000000000006E-3,5.3699999999999998E-3,4.5199999999999997E-3,4.6699999999999997E-3,7.3400000000000002E-3,5.9699999999999996E-3,6.0000000000000001E-3,2.8300000000000001E-3,6.0600000000000003E-3,6.1999999999999998E-3,8.8699999999999994E-3,1.626E-2,4.4970000000000003E-2,6.9699999999999996E-3,1.256E-2,7.7400000000000004E-3,9.1400000000000006E-3,5.8470000000000001E-2,3.4399999999999999E-3,2.9199999999999999E-3,3.15E-3,3.0000000000000001E-3,6.4799999999999996E-3,2.8500000000000001E-3,9.2599999999999991E-3,3.5699999999999998E-3,3.5100000000000001E-3,3.5200000000000001E-3
10/02/23 12:00,8.6E-3,1.84E-2,1.31E-3,6.7999999999999996E-3,7.7099999999999998E-3,3.5200000000000001E-3,1E-3,2.6900000000000001E-3,1E-3,2.5600000000000002E-3,8.3000000000000001E-4,2.9099999999999998E-3,1E-3,2.48E-3,7.5599999999999999E-3,1E-3,1E-3,1E-3,1.259E-2,1E-3,1E-3,3.1099999999999999E-3,5.8700000000000002E-3,4.6299999999999996E-3,2.8999999999999998E-3,7.1799999999999998E-3,8.4399999999999996E-3,,2.98E-3,2.5400000000000002E-3,2.2100000000000002E-3,2.48E-3,1E-3,2.6800000000000001E-3,3.64E-3,6.7799999999999996E-3,3.46E-3,1E-3,2.3E-3,6.0400000000000002E-3,3.8800000000000002E-3,5.4900000000000001E-3,1.384E-2,1.9499999999999999E-3,,1.354E-2,5.11E-3,7.3200000000000001E-3,5.5100000000000001E-3,1E-3,1E-3,1E-3,1E-3,3.31E-3,1E-3,4.1399999999999996E-3,1E-3,1E-3,1E-3
10/03/23 12:00,8.6E-3,1.84E-2,,6.7999999999999996E-3,7.7099999999999998E-3,3.5200000000000001E-3,1E-3,2.6900000000000001E-3,1E-3,2.5600000000000002E-3,8.3000000000000001E-4,2.9099999999999998E-3,1E-3,2.48E-3,7.5599999999999999E-3,1E-3,1E-3,1E-3,1.259E-2,1E-3,1E-3,3.1099999999999999E-3,5.8700000000000002E-3,4.6299999999999996E-3,2.8999999999999998E-3,7.1799999999999998E-3,8.4399999999999996E-3,,2.98E-3,2.5400000000000002E-3,2.2100000000000002E-3,2.48E-3,,2.6800000000000001E-3,3.64E-3,6.7799999999999996E-3,3.46E-3,1E-3,2.3E-3,6.0400000000000002E-3,3.8800000000000002E-3,5.4900000000000001E-3,1.384E-2,1.9499999999999999E-3,,1.354E-2,5.11E-3,7.3200000000000001E-3,5.5100000000000001E-3,1E-3,1E-3,1E-3,1E-3,3.31E-3,1E-3,4.1399999999999996E-3,1E-3,1E-3,1E-3
10/04/23 12:00,8.6E-3,1.84E-2,,6.7999999999999996E-3,7.7099999999999998E-3,3.5200000000000001E-3,1E-3,2.6900000000000001E-3,1E-3,2.5600000000000002E-3,8.3000000000000001E-4,2.9099999999999998E-3,1E-3,2.48E-3,7.5599999999999999E-3,1E-3,1E-3,1E-3,1.259E-2,1E-3,1E-3,3.1099999999999999E-3,5.8700000000000002E-3,4.6299999999999996E-3,2.8999999999999998E-3,7.1799999999999998E-3,8.4399999999999996E-3,,2.98E-3,2.5400000000000002E-3,2.2100000000000002E-3,2.48E-3,,2.6800000000000001E-3,3.64E-3,6.7799999999999996E-3,3.46E-3,1E-3,2.3E-3,6.0400000000000002E-3,3.8800000000000002E-3,5.4900000000000001E-3,1.384E-2,1.9499999999999999E-3,,1.354E-2,5.11E-3,7.3200000000000001E-3,5.5100000000000001E-3,1E-3,1E-3,1E-3,1E-3,3.31E-3,1E-3,4.1399999999999996E-3,1E-3,1E-3,1E-3
10/05/23 12:00,8.6E-3,1.84E-2,1.31E-3,6.7999999999999996E-3,7.7099999999999998E-3,3.5200000000000001E-3,1E-3,2.6900000000000001E-3,1E-3,2.5600000000000002E-3,8.3000000000000001E-4,2.9099999999999998E-3,1E-3,2.48E-3,7.5599999999999999E-3,1E-3,1E-3,1E-3,1.259E-2,1E-3,1E-3,3.1099999999999999E-3,5.8700000000000002E-3,4.6299999999999996E-3,2.8999999999999998E-3,7.1799999999999998E-3,8.4399999999999996E-3,,2.98E-3,2.5400000000000002E-3,2.2100000000000002E-3,2.48E-3,1E-3,2.6800000000000001E-3,3.64E-3,6.7799999999999996E-3,3.46E-3,1E-3,2.3E-3,6.0400000000000002E-3,3.8800000000000002E-3,5.4900000000000001E-3,1.384E-2,1.9499999999999999E-3,,1.354E-2,5.11E-3,7.3200000000000001E-3,5.5100000000000001E-3,1E-3,1E-3,1E-3,1E-3,3.31E-3,1E-3,4.1399999999999996E-3,1E-3,1E-3,1E-3
10/06/23 12:00,8.6E-3,1.84E-2,1.31E-3,6.7999999999999996E-3,7.7099999999999998E-3,3.5200000000000001E-3,1E-3,2.6900000000000001E-3,1E-3,2.5600000000000002E-3,8.3000000000000001E-4,2.9099999999999998E-3,1E-3,2.48E-3,7.5599999999999999E-3,1E-3,1E-3,1E-3,1.259E-2,1E-3,1E-3,3.1099999999999999E-3,5.8700000000000002E-3,4.6299999999999996E-3,2.8999999999999998E-3,7.1799999999999998E-3,8.4399999999999996E-3,,2.98E-3,2.5400000000000002E-3,2.2100000000000002E-3,2.48E-3,1E-3,2.6800000000000001E-3,3.64E-3,6.7799999999999996E-3,3.46E-3,1E-3,2.3E-3,6.0400000000000002E-3,3.8800000000000002E-3,5.4900000000000001E-3,1.384E-2,1.9499999999999999E-3,,1.354E-2,5.11E-3,7.3200000000000001E-3,5.5100000000000001E-3,1E-3,1E-3,1E-3,1E-3,3.31E-3,1E-3,4.1399999999999996E-3,1E-3,1E-3,1E-3
10/07/23 12:00,8.6E-3,1.84E-2,1.31E-3,6.7999999999999996E-3,7.7099999999999998E-3,3.5200000000000001E-3,1E-3,2.6900000000000001E-3,1E-3,2.5600000000000002E-3,8.3000000000000001E-4,2.9099999999999998E-3,1E-3,2.48E-3,7.5599999999999999E-3,1E-3,1E-3,1E-3,1.259E-2,1E-3,1E-3,3.1099999999999999E-3,5.8700000000000002E-3,4.6299999999999996E-3,2.8999999999999998E-3,7.1799999999999998E-3,8.4399999999999996E-3,,2.98E-3,2.5400000000000002E-3,2.2100000000000002E-3,2.48E-3,1E-3,2.6800000000000001E-3,3.64E-3,6.7799999999999996E-3,3.46E-3,1E-3,2.3E-3,6.0400000000000002E-3,3.8800000000000002E-3,5.4900000000000001E-3,1.384E-2,1.9499999999999999E-3,,1.354E-2,5.11E-3,7.3200000000000001E-3,5.5100000000000001E-3,1E-3,1E-3,1E-3,1E-3,3.31E-3,1E-3,4.1399999999999996E-3,1E-3,1E-3,1E-3
10/08/23 12:00,8.6E-3,1.84E-2,1.31E-3,6.7999999999999996E-3,7.7099999999999998E-3,3.5200000000000001E-3,1E-3,2.6900000000000001E-3,1E-3,2.5600000000000002E-3,8.3000000000000001E-4,2.9099999999999998E-3,1E-3,2.48E-3,7.5599999999999999E-3,1E-3,1E-3,1E-3,1.259E-2,1E-3,1E-3,3.1099999999999999E-3,5.8700000000000002E-3,4.6299999999999996E-3,2.8999999999999998E-3,7.1799999999999998E-3,8.4399999999999996E-3,,2.98E-3,2.5400000000000002E-3,2.2100000000000002E-3,2.48E-3,1E-3,2.6800000000000001E-3,3.64E-3,6.7799999999999996E-3,3.46E-3,1E-3,2.3E-3,6.0400000000000002E-3,3.8800000000000002E-3,5.4900000000000001E-3,1.384E-2,1.9499999999999999E-3,,1.354E-2,5.11E-3,7.3200000000000001E-3,5.5100000000000001E-3,1E-3,1E-3,1E-3,,3.31E-3,1E-3,4.1399999999999996E-3,1E-3,1E-3,1E-3
10/09/23 12:00,7.79E-3,1.1480000000000001E-2,1.48E-3,5.6600000000000001E-3,5.2199999999999998E-3,3.46E-3,7.26E-3,3.5799999999999998E-3,4.4999999999999997E-3,6.6600000000000001E-3,1.5E-3,4.5100000000000001E-3,4.2900000000000004E-3,4.4099999999999999E-3,1.0149999999999999E-2,1E-3,1E-3,3.32E-3,1.2359999999999999E-2,1E-3,2.2599999999999999E-3,4.0000000000000001E-3,6.4900000000000001E-3,6.7400000000000003E-3,4.4999999999999997E-3,8.3000000000000001E-3,1.899E-2,,5.8700000000000002E-3,5.1700000000000001E-3,4.1599999999999996E-3,5.1399999999999996E-3,2.6700000000000001E-3,5.0000000000000001E-3,3.5300000000000002E-3,4.9199999999999999E-3,3.2699999999999999E-3,2E-3,3.8700000000000002E-3,6.3899999999999998E-3,6.0000000000000001E-3,6.96E-3,1.6539999999999999E-2,1.0630000000000001E-2,8.3400000000000002E-3,3.3459999999999997E-2,1.056E-2,1.298E-2,8.9599999999999992E-3,2.9399999999999999E-3,2.16E-3,1E-3,2E-3,9.4699999999999993E-3,3.5999999999999999E-3,5.5900000000000004E-3,1E-3,1E-3,2.5000000000000001E-3
10/10/23 12:00,7.79E-3,1.1480000000000001E-2,1.48E-3,5.6600000000000001E-3,5.2199999999999998E-3,3.46E-3,7.26E-3,3.5799999999999998E-3,4.4999999999999997E-3,6.6600000000000001E-3,1.5E-3,4.5100000000000001E-3,4.2900000000000004E-3,4.4099999999999999E-3,1.0149999999999999E-2,1E-3,1E-3,3.32E-3,1.2359999999999999E-2,1E-3,2.2599999999999999E-3,4.0000000000000001E-3,6.4900000000000001E-3,6.7400000000000003E-3,4.4999999999999997E-3,8.3000000000000001E-3,1.899E-2,,5.8700000000000002E-3,5.1700000000000001E-3,4.1599999999999996E-3,5.1399999999999996E-3,2.6700000000000001E-3,5.0000000000000001E-3,3.5300000000000002E-3,4.9199999999999999E-3,3.2699999999999999E-3,2E-3,3.8700000000000002E-3,6.3899999999999998E-3,6.0000000000000001E-3,6.96E-3,1.6539999999999999E-2,1.0630000000000001E-2,8.3400000000000002E-3,3.3459999999999997E-2,1.056E-2,1.298E-2,8.9599999999999992E-3,2.9399999999999999E-3,2.16E-3,1E-3,2E-3,9.4699999999999993E-3,3.5999999999999999E-3,5.5900000000000004E-3,1E-3,1E-3,2.5000000000000001E-3
10/11/23 12:00,7.79E-3,1.1480000000000001E-2,,5.6600000000000001E-3,5.2199999999999998E-3,3.46E-3,7.26E-3,3.5799999999999998E-3,4.4999999999999997E-3,6.6600000000000001E-3,1.5E-3,4.5100000000000001E-3,4.2900000000000004E-3,4.4099999999999999E-3,1.0149999999999999E-2,1E-3,1E-3,3.32E-3,1.2359999999999999E-2,1E-3,2.2599999999999999E-3,4.0000000000000001E-3,6.4900000000000001E-3,6.7400000000000003E-3,4.4999999999999997E-3,8.3000000000000001E-3,1.899E-2,,5.8700000000000002E-3,5.1700000000000001E-3,4.1599999999999996E-3,5.1399999999999996E-3,2.6700000000000001E-3,5.0000000000000001E-3,3.5300000000000002E-3,,3.2699999999999999E-3,2E-3,3.8700000000000002E-3,6.3899999999999998E-3,6.0000000000000001E-3,6.96E-3,1.6539999999999999E-2,1.0630000000000001E-2,8.3400000000000002E-3,3.3459999999999997E-2,1.056E-2,1.298E-2,8.9599999999999992E-3,2.9399999999999999E-3,2.16E-3,1E-3,2E-3,9.4699999999999993E-3,3.5999999999999999E-3,5.5900000000000004E-3,1E-3,1E-3,2.5000000000000001E-3
10/12/23 12:00,7.79E-3,1.1480000000000001E-2,1.48E-3,5.6600000000000001E-3,5.2199999999999998E-3,3.46E-3,7.26E-3,3.5799999999999998E-3,4.4999999999999997E-3,6.6600000000000001E-3,1.5E-3,4.5100000000000001E-3,4.2900000000000004E-3,4.4099999999999999E-3,1.0149999999999999E-2,1E-3,1E-3,3.32E-3,1.2359999999999999E-2,1E-3,2.2599999999999999E-3,4.0000000000000001E-3,6.4900000000000001E-3,6.7400000000000003E-3,4.4999999999999997E-3,8.3000000000000001E-3,1.899E-2,2.2000000000000001E-3,5.8700000000000002E-3,5.1700000000000001E-3,4.1599999999999996E-3,5.1399999999999996E-3,2.6700000000000001E-3,5.0000000000000001E-3,3.5300000000000002E-3,,3.2699999999999999E-3,2E-3,3.8700000000000002E-3,6.3899999999999998E-3,6.0000000000000001E-3,6.96E-3,1.6539999999999999E-2,1.0630000000000001E-2,8.3400000000000002E-3,3.3459999999999997E-2,1.056E-2,1.298E-2,8.9599999999999992E-3,2.9399999999999999E-3,2.16E-3,1E-3,2E-3,9.4699999999999993E-3,3.5999999999999999E-3,5.5900000000000004E-3,1E-3,1E-3,2.5000000000000001E-3
10/13/23 12:00,,1.1480000000000001E-2,1.48E-3,5.6600000000000001E-3,5.2199999999999998E-3,3.46E-3,7.26E-3,3.5799999999999998E-3,4.4999999999999997E-3,6.6600000000000001E-3,1.5E-3,4.5100000000000001E-3,4.2900000000000004E-3,4.4099999999999999E-3,1.0149999999999999E-2,1E-3,1E-3,3.32E-3,1.2359999999999999E-2,1E-3,2.2599999999999999E-3,4.0000000000000001E-3,6.4900000000000001E-3,6.7400000000000003E-3,4.4999999999999997E-3,8.3000000000000001E-3,1.899E-2,2.2000000000000001E-3,5.8700000000000002E-3,5.1700000000000001E-3,4.1599999999999996E-3,5.1399999999999996E-3,2.6700000000000001E-3,5.0000000000000001E-3,3.5300000000000002E-3,4.9199999999999999E-3,3.2699999999999999E-3,2E-3,3.8700000000000002E-3,6.3899999999999998E-3,6.0000000000000001E-3,6.96E-3,1.6539999999999999E-2,1.0630000000000001E-2,8.3400000000000002E-3,3.3459999999999997E-2,1.056E-2,1.298E-2,8.9599999999999992E-3,2.9399999999999999E-3,2.16E-3,1E-3,2E-3,9.4699999999999993E-3,3.5999999999999999E-3,5.5900000000000004E-3,1E-3,1E-3,2.5000000000000001E-3
10/14/23 12:00,7.79E-3,1.1480000000000001E-2,1.48E-3,5.6600000000000001E-3,5.2199999999999998E-3,3.46E-3,7.26E-3,3.5799999999999998E-3,4.4999999999999997E-3,6.6600000000000001E-3,1.5E-3,4.5100000000000001E-3,4.2900000000000004E-3,4.4099999999999999E-3,1.0149999999999999E-2,1E-3,1E-3,3.32E-3,1.2359999999999999E-2,1E-3,2.2599999999999999E-3,4.0000000000000001E-3,6.4900000000000001E-3,6.7400000000000003E-3,4.4999999999999997E-3,8.3000000000000001E-3,1.899E-2,2.2000000000000001E-3,5.8700000000000002E-3,5.1700000000000001E-3,4.1599999999999996E-3,5.1399999999999996E-3,2.6700000000000001E-3,5.0000000000000001E-3,3.5300000000000002E-3,4.9199999999999999E-3,3.2699999999999999E-3,2E-3,3.8700000000000002E-3,6.3899999999999998E-3,6.0000000000000001E-3,6.96E-3,1.6539999999999999E-2,1.0630000000000001E-2,8.3400000000000002E-3,3.3459999999999997E-2,1.056E-2,1.298E-2,8.9599999999999992E-3,2.9399999999999999E-3,2.16E-3,1E-3,2E-3,9.4699999999999993E-3,3.5999999999999999E-3,5.5900000000000004E-3,1E-3,1E-3,2.5000000000000001E-3
10/15/23 12:00,7.79E-3,1.1480000000000001E-2,1.48E-3,5.6600000000000001E-3,5.2199999999999998E-3,3.46E-3,7.26E-3,3.5799999999999998E-3,4.4999999999999997E-3,6.6600000000000001E-3,1.5E-3,4.5100000000000001E-3,4.2900000000000004E-3,4.4099999999999999E-3,1.0149999999999999E-2,1E-3,1E-3,3.32E-3,1.2359999999999999E-2,1E-3,2.2599999999999999E-3,4.0000000000000001E-3,6.4900000000000001E-3,6.7400000000000003E-3,4.4999999999999997E-3,8.3000000000000001E-3,1.899E-2,2.2000000000000001E-3,5.8700000000000002E-3,5.1700000000000001E-3,4.1599999999999996E-3,5.1399999999999996E-3,2.6700000000000001E-3,5.0000000000000001E-3,3.5300000000000002E-3,4.9199999999999999E-3,3.2699999999999999E-3,2E-3,3.8700000000000002E-3,6.3899999999999998E-3,6.0000000000000001E-3,6.96E-3,1.6539999999999999E-2,1.0630000000000001E-2,8.3400000000000002E-3,3.3459999999999997E-2,1.056E-2,1.298E-2,8.9599999999999992E-3,2.9399999999999999E-3,2.16E-3,1E-3,2E-3,9.4699999999999993E-3,3.5999999999999999E-3,5.5900000000000004E-3,1E-3,1E-3,2.5000000000000001E-3
10/16/23 12:00,1.2789999999999999E-2,1.9619999999999999E-2,1.136E-2,1.34E-2,1.5089999999999999E-2,1.2189999999999999E-2,6.7600000000000004E-3,5.4599999999999996E-3,4.8500000000000001E-3,5.2100000000000002E-3,1.1100000000000001E-3,4.5199999999999997E-3,4.0800000000000003E-3,6.8399999999999997E-3,8.5000000000000006E-3,1E-3,2.1099999999999999E-3,4.1999999999999997E-3,7.2399999999999999E-3,5.2199999999999998E-3,3.1900000000000001E-3,6.1599999999999997E-3,1.6709999999999999E-2,6.6100000000000004E-3,4.1200000000000004E-3,8.0400000000000003E-3,1.137E-2,2.5699999999999998E-3,6.96E-3,3.7399999999999998E-3,1.0710000000000001E-2,1.2189999999999999E-2,1E-3,2.4099999999999998E-3,3.7100000000000002E-3,7.5500000000000003E-3,4.3099999999999996E-3,4.0000000000000001E-3,7.2399999999999999E-3,7.92E-3,1.076E-2,1.413E-2,1.508E-2,1.5429999999999999E-2,1.3979999999999999E-2,7.8200000000000006E-3,1.129E-2,1.328E-2,1.0959999999999999E-2,1E-3,1E-3,1E-3,1E-3,1.1820000000000001E-2,7.0499999999999998E-3,7.62E-3,2.33E-3,2.2799999999999999E-3,3.2299999999999998E-3
