Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
05/31/23 12:00,9.2200000000000006,14.49,1.92,8.6,3.11,0.5,0.5,0.5,0.5,0.5,4.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.62,0.5,1.21,0.5,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,1.01,0.5,,0.5,0.5,0.5
06/01/23 12:00,9.2200000000000006,14.49,1.92,8.6,3.11,0.5,0.5,0.5,0.5,0.5,4.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.62,0.5,1.21,0.5,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
06/02/23 12:00,9.2200000000000006,14.49,1.92,8.6,3.11,0.5,0.5,0.5,0.5,0.5,4.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.62,0.5,1.21,0.5,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
06/03/23 12:00,9.2200000000000006,14.49,1.92,8.6,3.11,0.5,0.5,0.5,0.5,0.5,4.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.62,0.5,1.21,0.5,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
06/04/23 12:00,9.2200000000000006,14.49,1.92,8.6,3.11,0.5,0.5,0.5,0.5,0.5,4.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.62,0.5,1.21,0.5,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
06/05/23 12:00,19.440000000000001,5.03,4.4400000000000004,3.79,2.25,2.2400000000000002,0.5,0.5,0.5,0.5,7.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,2.98,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,0.5,0.5,1.21,1.22,0.5,,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
06/06/23 12:00,19.440000000000001,5.03,4.4400000000000004,3.79,2.25,2.2400000000000002,0.5,0.5,0.5,0.5,7.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,2.98,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,0.5,0.5,1.57,1.22,0.5,,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
06/07/23 12:00,19.440000000000001,5.03,4.4400000000000004,3.79,2.25,2.2400000000000002,0.5,0.5,0.5,0.5,7.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,2.98,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,0.5,0.5,1.57,1.22,0.5,2.35,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
06/08/23 12:00,19.440000000000001,5.03,,3.79,2.25,2.2400000000000002,0.5,0.5,0.5,0.5,7.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,2.98,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,0.5,0.5,1.57,1.22,0.5,2.35,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
06/09/23 12:00,19.440000000000001,5.03,,3.79,2.25,2.2400000000000002,0.5,0.5,0.5,0.5,7.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,2.98,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,0.5,,1.57,1.22,0.5,,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
06/10/23 12:00,19.440000000000001,5.03,4.4400000000000004,3.79,2.25,2.2400000000000002,0.5,0.5,0.5,0.5,7.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,2.98,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,0.5,,1.57,1.22,0.5,2.35,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
06/11/23 12:00,19.440000000000001,5.03,4.4400000000000004,3.79,2.25,2.2400000000000002,0.5,0.5,0.5,0.5,7.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,2.98,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,0.5,,1.57,1.22,0.5,2.35,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
06/12/23 12:00,8.91,3.08,1.55,1.37,0.5,1.54,0.5,0.5,0.5,0.5,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.86,1.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.21,1.9,1.18,,1.57,1.1100000000000001,1.62,1.44,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/13/23 12:00,8.91,3.08,1.55,1.37,0.5,1.54,0.5,0.5,0.5,0.5,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.86,1.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,1.9,1.18,,0.5,1.1100000000000001,1.62,1.44,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/14/23 12:00,8.91,3.08,1.55,1.37,0.5,1.54,0.5,0.5,0.5,0.5,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.86,1.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.21,1.9,1.18,,0.5,1.1100000000000001,1.62,1.44,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/15/23 12:00,8.91,3.08,1.55,1.37,0.5,1.54,0.5,0.5,0.5,0.5,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.86,1.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,1.21,1.9,1.18,,0.5,1.1100000000000001,1.62,1.44,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/16/23 12:00,8.91,3.08,1.55,1.37,0.5,1.54,0.5,0.5,0.5,0.5,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.86,1.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,1.9,1.18,,0.5,1.1100000000000001,1.62,1.44,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/17/23 12:00,8.91,3.08,1.55,1.37,0.5,1.54,0.5,,0.5,0.5,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.86,1.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,1.9,1.18,,0.5,1.1100000000000001,1.62,1.44,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5
06/18/23 12:00,8.91,3.08,1.55,1.37,0.5,1.54,0.5,,0.5,0.5,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.86,1.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,1.21,1.9,1.18,,0.5,1.1100000000000001,1.62,1.44,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5
06/19/23 12:00,11.64,3.58,1.24,6.47,0.5,1.51,0.5,,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.3,0.5,2.09,0.5,2.2000000000000002,2.5099999999999998,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,1.49,1.03,0.5,,1.1399999999999999,1.38,1.39,,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5
06/20/23 12:00,11.64,3.58,1.24,6.47,0.5,1.51,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.3,0.5,2.09,0.5,2.2000000000000002,2.5099999999999998,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,1.49,1.03,0.5,,1.1399999999999999,1.38,1.39,,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/21/23 12:00,11.64,3.58,1.24,6.47,0.5,1.51,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.3,0.5,2.09,0.5,2.2000000000000002,2.5099999999999998,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,1.49,1.03,0.5,,1.1399999999999999,1.38,1.39,,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5
06/22/23 12:00,11.64,3.58,1.24,6.47,0.5,1.51,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.3,0.5,2.09,0.5,2.2000000000000002,2.5099999999999998,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,1.03,0.5,,1.1399999999999999,1.38,1.39,,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/23/23 12:00,11.64,3.58,1.24,6.47,0.5,1.51,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.3,0.5,2.09,0.5,2.2000000000000002,2.5099999999999998,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,1.03,0.5,,1.1399999999999999,1.38,1.39,,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/24/23 12:00,11.64,3.58,1.24,6.47,0.5,1.51,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.3,0.5,2.09,0.5,2.2000000000000002,2.5099999999999998,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,1.03,0.5,,1.1399999999999999,1.38,1.39,,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/25/23 12:00,11.64,3.58,1.24,6.47,0.5,1.51,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.3,0.5,2.09,0.5,2.2000000000000002,2.5099999999999998,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,1.03,0.5,,1.1399999999999999,1.38,1.39,,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5
06/26/23 12:00,18.46,,,0.5,0.5,1.95,0.5,0.5,0.5,0.5,7.0000000000000007E-2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.41,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,1.06,0.5,0.5,0.5,0.5,,0.5,,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
06/27/23 12:00,18.46,6.14,,0.5,0.5,1.95,0.5,0.5,0.5,0.5,7.0000000000000007E-2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.41,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,1.06,0.5,0.5,0.5,0.5,,0.5,,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
06/28/23 12:00,18.46,6.14,,0.5,0.5,1.95,0.5,0.5,0.5,0.5,7.0000000000000007E-2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.41,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,1.06,0.5,0.5,0.5,0.5,,0.5,,0.5,,1.01,0.5,0.5,0.5,0.5,0.5
06/29/23 12:00,18.46,6.14,0.5,0.5,0.5,1.95,0.5,0.5,0.5,0.5,7.0000000000000007E-2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.41,1.26,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,1.06,0.5,0.5,0.5,0.5,,0.5,,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
06/30/23 12:00,18.46,6.14,0.5,0.5,0.5,1.95,0.5,0.5,0.5,0.5,7.0000000000000007E-2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.41,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,1.06,0.5,0.5,0.5,0.5,,0.5,,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
07/01/23 12:00,18.46,6.14,0.5,0.5,0.5,1.95,0.5,0.5,0.5,0.5,7.0000000000000007E-2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.41,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,1.06,0.5,0.5,0.5,0.5,,0.5,,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
07/02/23 12:00,18.46,6.14,0.5,0.5,0.5,1.95,0.5,0.5,0.5,0.5,7.0000000000000007E-2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.41,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.18,0.5,1.06,0.5,0.5,0.5,0.5,,0.5,,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
07/03/23 12:00,11.96,6.04,0.73,3.78,0.5,0.5,0.5,0.5,0.5,0.5,8.0000000000000002E-3,0.5,0.5,0.5,0.5,0.5,0.5,1.82,0.5,1.46,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,0.5,0.5,0.5,1.23,0.5,,0.5,0.12,0.5,0.5,0.5,0.5,0.5,0.5
07/04/23 12:00,11.96,6.04,,3.78,0.5,0.5,0.5,0.5,0.5,0.5,8.0000000000000002E-3,0.5,0.5,0.5,0.5,0.5,0.5,1.82,0.5,1.46,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,0.5,0.5,0.5,1.23,0.5,,0.5,0.12,0.5,0.5,0.5,0.5,0.5,0.5
07/05/23 12:00,11.96,6.04,,3.78,0.5,0.5,0.5,0.5,0.5,0.5,8.0000000000000002E-3,0.5,0.5,0.5,0.5,0.5,0.5,1.82,0.5,1.46,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,0.5,0.5,0.5,1.23,0.5,,0.5,0.12,0.5,0.5,0.5,0.5,0.5,0.5
07/06/23 12:00,11.96,6.04,0.73,3.78,0.5,0.5,0.5,0.5,0.5,0.5,8.0000000000000002E-3,0.5,0.5,0.5,0.5,0.5,0.5,1.82,0.5,1.46,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,0.5,0.5,0.5,1.23,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,0.5,0.5
07/07/23 12:00,11.96,6.04,0.73,3.78,0.5,0.5,0.5,0.5,0.5,0.5,8.0000000000000002E-3,0.5,0.5,0.5,0.5,0.5,0.5,1.82,0.5,1.46,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.49,0.5,0.5,0.5,1.23,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,0.5,0.5
07/08/23 12:00,11.96,6.04,0.73,3.78,0.5,0.5,0.5,0.5,0.5,0.5,8.0000000000000002E-3,0.5,0.5,0.5,0.5,0.5,0.5,1.82,0.5,1.46,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,1.23,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,0.5,0.5
07/09/23 12:00,11.96,6.04,0.73,3.78,0.5,0.5,0.5,0.5,0.5,0.5,8.0000000000000002E-3,0.5,0.5,0.5,0.5,0.5,0.5,1.82,0.5,1.46,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,1.23,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,0.5,0.5
07/10/23 12:00,18.260000000000002,8.4700000000000006,0.59,3.56,0.5,2.41,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,4.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1299999999999999,1.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5
07/11/23 12:00,18.260000000000002,8.4700000000000006,0.59,3.56,0.5,2.41,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,4.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1299999999999999,1.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5
07/12/23 12:00,18.260000000000002,8.4700000000000006,0.59,3.56,0.5,2.41,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,4.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1299999999999999,1.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5
07/13/23 12:00,18.260000000000002,8.4700000000000006,0.59,3.56,0.5,2.41,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,4.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1299999999999999,1.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5
07/14/23 12:00,18.260000000000002,8.4700000000000006,0.59,3.56,0.5,2.41,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,4.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1299999999999999,1.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5
07/15/23 12:00,18.260000000000002,8.4700000000000006,,3.56,0.5,2.41,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,4.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1299999999999999,1.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,
07/16/23 12:00,18.260000000000002,8.4700000000000006,,3.56,0.5,2.41,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.5,0.5,4.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1299999999999999,1.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5,0.5,0.5,0.5,0.5,
07/17/23 12:00,26.73,10.84,,3.12,0.5,3.21,0.5,0.5,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.08,1.69,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.06,0.5,,0.5,0.5,0.5,
07/18/23 12:00,26.73,10.84,0.44,3.12,0.5,3.21,0.5,0.5,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.08,1.69,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
07/19/23 12:00,26.73,10.84,0.44,3.12,0.5,3.21,0.5,0.5,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.08,1.69,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
07/20/23 12:00,26.73,10.84,0.44,3.12,0.5,3.21,0.5,0.5,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.08,1.69,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
07/21/23 12:00,26.73,10.84,0.44,3.12,0.5,3.21,0.5,0.5,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.08,1.69,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.06,0.5,0.5,0.5,0.5,0.5,0.5
07/22/23 12:00,26.73,10.84,0.44,3.12,0.5,3.21,0.5,0.5,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.08,1.69,0.5,0.5,0.5,,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5
07/23/23 12:00,26.73,10.84,0.44,3.12,0.5,3.21,0.5,0.5,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.08,1.69,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5
07/24/23 12:00,5.41,5.68,0.5,0.5,0.5,2.12,0.5,0.5,0.5,0.5,0.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.11,1.33,1.67,0.5,0.5,0.5,0.5
